IK14,Disease,y,mech_fitness,ot_genetic_association_max,ot_genetic_association_mean,ot_genetic_literature_max,ot_genetic_literature_mean,ot_animal_model_max,ot_animal_model_mean,ot_affected_pathway_max,ot_affected_pathway_mean,ot_rna_expression_max,ot_rna_expression_mean,ot_somatic_mutation_max,ot_somatic_mutation_mean,ot_clinical_max,ot_clinical_mean,ot_literature_max,ot_literature_mean,ot_best_overall,ot_n_targets_matched,has_ot,mech_resid,ot_resid
ZKLPARSLTMPFCP,Lower Ureteric Stones,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
QYSXJUFSXHHAJI,Pre-frail Elderly,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
GKTWGGQPFAXNFI,Ischemic Stroke,0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682103257387594,0.682103257387594,0.4066089106318993,0.4066089106318993,0.682103257387594,1,1,0.0,0.0
IAKHMKGGTNLKSZ,COVID-19; cytokine release syndrome,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
UREBDLICKHMUKA,Coronavirus Infection,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20.0,0.0
JVHXJTBJCFBINQ,Heart Failure,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9894231864764209,0.9894231864764209,0.9578200471076443,0.9578200471076443,0.9894231864764209,1,1,6.111111111111114,0.049969115050315205
UREBDLICKHMUKA,Covid19; Viral Pneumonia Human Coronavirus; Severe Acute Respiratory Syndrome,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-2.0,0.0
UREBDLICKHMUKA,Post Uterine Artery Embolization Pain,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
UREBDLICKHMUKA,Macular Edema,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09118961964174316,0.09118961964174316,0.0,0.0,0.09118961964174316,1,1,0.0,0.0
UREBDLICKHMUKA,Chemoradiotherapy in Cervical Cancer,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DKYWVDODHFEZIM,low back pain,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6836084480054001,0.680493801707059,0.04129763014686579,0.020648815073432896,0.6836084480054001,2,1,0.0,0.0
LUZRJRNZXALNLM,migraine,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-8.0,0.0
YIMYDTCOUQIDMT,Multiple Sclerosis,0,62.0,0.26494896088262815,0.26494896088262815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9881970899245875,0.9881970899245875,0.07357376994700338,0.07357376994700338,0.9881970899245875,1,1,4.4761904761904745,0.17150720166399913
ZEUITGRIYCTCEM,Improving Outcomes in People With Knee Osteoarthritis Pain,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
HGVDHZBSSITLCT,CTEPH,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
OBWASQILIWPZMG,Tricuspid Regurgitation; Right Ventricular Dilatation,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02870784322054877,0.02870784322054877,0.02870784322054877,1,1,0.0,0.014353921610274385
WXCXUHSOUPDCQV,Prostate Cancer,0,88.0,0.8728762805808241,0.8728762805808241,0.0,0.0,0.0,0.0,0.9285669064556789,0.9285669064556789,0.0,0.0,0.8304717518195258,0.8304717518195258,0.9918367794935794,0.9918367794935794,0.995170788956094,0.995170788956094,0.995170788956094,1,1,28.75,0.14262921877354562
VJJPUSNTGOMMGY,Lung Cancer,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9435428448517708,0.943189866540751,0.9572363672146095,0.5768539297914405,0.9572363672146095,2,1,4.548387096774192,0.018101773193620607
VJJPUSNTGOMMGY,SCLC,0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ZCGNOVWYSGBHAU,COVID-19,1,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.1111111111111143,-0.23227039974824495
ZCGNOVWYSGBHAU,COVID-19,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.1111111111111143,-0.23227039974824495
PJMPHNIQZUBGLI,Acute Pain; Ambulances,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3039653988058105,0.3039653988058105,0.012158615952232422,0.012158615952232422,0.3039653988058105,1,1,-6.5,0.15198269940290526
RFHAOTPXVQNOHP,Invasive Candidiases,0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
GKDRMWXFWHEQQT,pneumonia,0,45.0,0.4411799219031005,0.4411799219031005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11678002543828092,0.11678002543828092,0.4411799219031005,1,1,-21.0,0.2941199479354003
ZZUFCTLCJUWOSV,preeclampsia,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-8.666666666666668,0.0
ZZUFCTLCJUWOSV,preeclampsia,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-8.666666666666668,0.0
ZZUFCTLCJUWOSV,heart failure,0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9952569822332833,0.9952569822332833,0.11088033130678557,0.11088033130678557,0.9952569822332833,1,1,13.0,0.04279400554757329
SDUQYLNIPVEERB,Metastatic Pancreatic Ductal Adenocarcinoma,0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6401448805275487,0.6401448805275487,0.07903100368951074,0.07903100368951074,0.6401448805275487,1,1,0.0,0.0
SFNSLLSYNZWZQG,Acute Myeloid Leukemia; Myelodysplastic Syndrome; Chronic Myelomonocytic Leukemia,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4559480982087158,0.4559480982087158,0.8821004902577024,0.8821004902577024,0.45450001295327364,0.45450001295327364,0.8821004902577024,1,1,0.0,0.0
MFWNKCLOYSRHCJ,1mg Vs 3 mg of Granisetron,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
MFWNKCLOYSRHCJ,"Bariatric Surgery Candidate; Perioperative Complication; Nausea; Vomiting, Postoperative; Drug Effect",0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.6666666666666643,0.0
VSNHCAURESNICA,Sickle Cell Anemia in Children,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
XMXHEBAFVSFQEX,bipolar I disorder,0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865482432417526,0.9860226198015952,0.09558023095782708,0.08578579032963986,0.9865482432417526,2,1,0.5,0.0
PIWKPBJCKXDKJR,sedation,0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.831446213664533,0.831446213664533,0.0,0.0,0.831446213664533,16,1,-9.599999999999994,-1.1102230246251565e-16
YQEZLKZALYSWHR,Major Depression,1,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26.799999999999997,0.0
YQEZLKZALYSWHR,Sore Throat,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.3333333333333357,0.0
WMDSZGFJQKSLLH,atrial fibrillation,1,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9231673420456434,0.9231673420456434,0.17179288661797903,0.17179288661797903,0.9231673420456434,1,1,10.857142857142854,0.1974561440353555
MJIHNNLFOKEZEW,Breast Cancer,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-39.475,-0.7455340400381703
MJIHNNLFOKEZEW,Reflux Esophagitis,0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
NNJVILVZKWQKPM,total hip arthroplasty,0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12457346391392132,0.12457346391392132,0.0,0.0,0.12457346391392132,10,1,-9.333333333333336,0.06278461602222685
NNJVILVZKWQKPM,juvenile idiopathic arthritis,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42555155832813474,0.42555155832813474,0.0,0.0,0.42555155832813474,1,1,0.0,0.0
HOIIHACBCFLJET,Major Depressive Disorder,0,58.0,0.8596325137173666,0.46892341052260855,0.0,0.0,0.7447641992773767,0.6406183359609793,0.0,0.0,0.0,0.0,0.0,0.0,0.9994065355213364,0.9968702726947773,0.8034560660154578,0.5874537653312911,0.9994065355213364,3,1,9.860465116279073,0.00457864620849513
HOIIHACBCFLJET,Major Depressive Disorder,0,58.0,0.8596325137173666,0.46892341052260855,0.0,0.0,0.7447641992773767,0.6406183359609793,0.0,0.0,0.0,0.0,0.0,0.0,0.9994065355213364,0.9968702726947773,0.8034560660154578,0.5874537653312911,0.9994065355213364,3,1,9.860465116279073,0.00457864620849513
HOIIHACBCFLJET,Major Depressive Disorder,0,58.0,0.8596325137173666,0.46892341052260855,0.0,0.0,0.7447641992773767,0.6406183359609793,0.0,0.0,0.0,0.0,0.0,0.0,0.9994065355213364,0.9968702726947773,0.8034560660154578,0.5874537653312911,0.9994065355213364,3,1,9.860465116279073,0.00457864620849513
UJVDJAPJQWZRFR,isolated growth hormone deficiency type IA,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
XZWYZXLIPXDOLR,SARS-CoV-2 Infection,1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-8.5,0.0
XZWYZXLIPXDOLR,Covid19,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-19.57142857142857,0.0
XZWYZXLIPXDOLR,Frailty; Sarcopenic Obesity; Aging,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
XZWYZXLIPXDOLR,Type 2 Diabetes,0,74.0,0.0,0.0,0.3039653988058105,0.3039653988058105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986081372456911,0.9986081372456911,0.17827377545849124,0.17827377545849124,0.9986081372456911,1,1,14.460526315789473,0.01846816175293009
RFKMCNOHBTXSMU,Acute Pain; Ambulances,0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.5,-0.15198269940290526
VHRSUDSXCMQTMA,Covid19; Viral Pneumonia Human Coronavirus; Severe Acute Respiratory Syndrome,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0
TTWJBBZEZQICBI,"Bariatric Surgery Candidate; Perioperative Complication; Nausea; Vomiting, Postoperative; Drug Effect",0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-5.333333333333336,0.0
VAOCPAMSLUNLGC,Complicated Intra-abdominal Infection,0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-2.5,0.0
VLPIATFUUWWMKC,myotonic dystrophy type 1,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
PQLXHQMOHUQAKB,mania,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-4.666666666666668,0.0
XZXHXSATPCNXJR,"Lung Diseases, Interstitial",0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.166666666666664,0.0
SFLSHLFXELFNJZ,hypotension,0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9753060995268333,0.9709236141184341,0.14111255900227748,0.09174942258454387,0.9753060995268333,2,1,16.400000000000006,0.17074398800090174
JEECQCWWSTZDCK,Community-acquired Pneumonia; Bacterial Pneumonia,0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FELGMEQIXOGIFQ,"Bariatric Surgery Candidate; Perioperative Complication; Nausea; Vomiting, Postoperative; Drug Effect",0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.6666666666666643,0.0
OIGNJSKKLXVSLS,Coronavirus Infection,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13.0,0.0
XOFYZVNMUHMLCC,Prostate Cancer,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2279740491043579,0.2279740491043579,0.9235621351186311,0.9235621351186311,0.8418425153379159,0.8418425153379159,0.9235621351186311,1,1,-27.25,0.07102056493608266
INDBQLZJXZLFIT,malaria,0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.6666666666666714,0.0
OLBCVFGFOZPWHH,Anesthesia,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.666666666666671,0.0
OLBCVFGFOZPWHH,Gynecological Outpatient Surgery,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ZTVQQQVZCWLTDF,Anesthesia,0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-3.3333333333333286,0.0
MNDBXUUTURYVHR,obesity,0,25.0,0.480715098174523,0.480715098174523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14438356443276001,0.14438356443276001,0.10961319681310389,0.10961319681310389,0.480715098174523,1,1,10.333333333333334,0.09199235129957423
HMABYWSNWIZPAG,Metastatic Castration-Resistant Prostate Cancer; Ovarian Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Peritoneal Cancer; Other Solid Tumor,0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
HFNKQEVNSGCOJV,Atopic Dermatitis,0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,0.0
QXWZQTURMXZVHJ,"Hypertension, Pulmonary",0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.75,0.0
MFFMDFFZMYYVKS,"Diabetes Mellitus, Type 2; Cognitive Functions Confusion",0,65.0,0.0,0.0,0.0,0.0,0.5511044663048749,0.5511044663048749,0.0,0.0,0.0,0.0,0.0,0.0,0.9981950138708703,0.9981950138708703,0.954188839355206,0.954188839355206,0.9981950138708703,1,1,0.0,0.0
LXMSZDCAJNLERA,Hypertension,0,68.0,0.8697742942900759,0.8697742942900759,0.0,0.0,0.27107634265502184,0.27107634265502184,0.0,0.0,0.0,0.0,0.0,0.0,0.9934441126703023,0.9934441126703023,0.4950020862515445,0.4950020862515445,0.9934441126703023,1,1,-0.5833333333333286,0.028348094612554164
LBHLFPGPEGDCJG,malaria,0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.6666666666666714,0.0
UTNUDOFZCWSZMS,Multiple Sclerosis,0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9737407057072986,0.9737407057072986,0.23727798143842557,0.23727798143842557,0.9737407057072986,1,1,6.4761904761904745,0.15705081744671023
NGBFQHCMQULJNZ,heart failure,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9952569822332833,0.9952569822332833,0.11088033130678557,0.11088033130678557,0.9952569822332833,1,1,6.0,0.04279400554757329
GYDJEQRTZSCIOI,"Cesarean Section Complications; Blood Loss, Surgical; Misoprostol; Tranexamic Acid",0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
PDGKHKMBHVFCMG,Metastatic Triple-Negative Breast Cancer,1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0.4559480982087158,0.4819202528400123,0.4819202528400123,0.9366536164721951,0.5914569061844595,0.9366536164721951,2,1,0.0,0.0
JGRXMPYUTJLTKT,anemia of chronic kidney disease,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
GEJDGVNQKABXKG,Schizophrenia,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6397945315257048,0.6397945315257048,0.21900996170065715,0.21900996170065715,0.6397945315257048,1,1,-34.3,-0.22371272185033797
QZFHIXARHDBPBY,heart failure with reduced ejection fraction,1,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
PPSNFPASKFYPMN,hot flashes,0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
WOSKHXYHFSIKNG,Metastatic Colorectal Cancer,1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9122713411419043,0.9042880098208221,0.1694986021194987,0.09530223279050627,0.9122713411419043,3,1,-2.25,0.45481052589481274
RCINICONZNJXQF,Anal Carcinoma,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RZVAJINKPMORJF,"Pain, Postoperative",0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.20000000000000284,0.0
IMOZEMNVLZVGJZ,COVID-19,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-8.888888888888886,-0.23227039974824495
XUZMWHLSFXCVMG,COVID-19,0,63.0,0.7337155078632043,0.36685775393160214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6751607237976266,0.6751136165690457,0.23943694411032768,0.19330323461470203,0.7337155078632043,2,1,21.111111111111114,0.5014451081149593
XUZMWHLSFXCVMG,COVID-19,1,63.0,0.7337155078632043,0.36685775393160214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6751607237976266,0.6751136165690457,0.23943694411032768,0.19330323461470203,0.7337155078632043,2,1,21.111111111111114,0.5014451081149593
XUZMWHLSFXCVMG,COVID-19,1,63.0,0.7337155078632043,0.36685775393160214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6751607237976266,0.6751136165690457,0.23943694411032768,0.19330323461470203,0.7337155078632043,2,1,21.111111111111114,0.5014451081149593
VHYCDWMUTMEGQY,COPD,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-31.384615384615387,0.0
VHYCDWMUTMEGQY,Cardiomyopathies; Chemotherapy Effect; Diastolic Dysfunction; Systolic Dysfunction,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727828260473913,0.727828260473913,0.5304886218947032,0.5304886218947032,0.727828260473913,1,1,0.0,0.0
ZKIAIYBUSXZPLP,autism spectrum disorder,0,20.0,0.6858566750614393,0.2909713383775379,0.0,0.0,0.5412103925737457,0.26818867136636665,0.0,0.0,0.0,0.0,0.0,0.0,0.9963926444645673,0.9915955100489912,0.33282922946215093,0.22678786098739198,0.9963926444645673,3,1,-4.0,0.12291874667852987
SNPPWIUOZRMYNY,HIV; Smoking Cessation,0,48.0,0.7252476303015531,0.24174921010051773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691865354020246,0.6657932359758102,0.0,0.0,0.7252476303015531,3,1,0.0,0.0
SNPPWIUOZRMYNY,Smoking Cessation,0,58.0,0.7252476303015531,0.24174921010051773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691865354020246,0.6657932359758102,0.0,0.0,0.7252476303015531,3,1,4.799999999999997,0.023478465870519605
ONIQOQHATWINJY,Cell Carcinoma,0,66.0,0.0,0.0,0.0,0.0,0.48903473186872826,0.16301157728957608,0.0,0.0,0.030764815207951827,0.010254938402650609,0.918380756936772,0.8654804986192451,0.59715573491731,0.3072692226028387,0.9663808641992248,0.706514710228222,0.9663808641992248,3,1,2.6666666666666643,0.04562545663803386
ONIQOQHATWINJY,Lung Cancer,1,40.0,0.0,0.0,0.0,0.0,0.48952874318965406,0.16317624772988468,0.9066612367713315,0.570973981994008,0.0,0.0,0.834839289368301,0.8060018080551664,0.9843438495167594,0.9635690992891267,0.9911201147359462,0.9635410948050994,0.9911201147359462,3,1,-17.451612903225808,0.05198552071495732
RZEKVGVHFLEQIL,"Pain, Postoperative",0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15.799999999999997,0.0
ZKLPARSLTMPFCP,Breast Cancer; Lung Cancer; Ovarian Cancer; Oesophageal Cancer; Head Cancer Neck; Cervical Cancer; Endometrial Cancer,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
WHTVZRBIWZFKQO,COVID; COVID-19; SARS-CoV 2; Coronavirus; Corona Virus Infection,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.5,0.0
QYSXJUFSXHHAJI,COVID-19,1,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6308647945090162,0.6308647945090162,0.8635742343385117,0.8635742343385117,0.8635742343385117,1,1,-19.888888888888886,0.6313038345902667
LUKZNWIVRBCLON,COVID-19,1,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6874295681587298,0.6874295681587298,0.39636520088371047,0.39636520088371047,0.6874295681587298,1,1,-7.888888888888886,0.45515916841048487
MYSWGUAQZAJSOK,"Plague, Bubonic; Plague, Pneumonic",0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
IAKHMKGGTNLKSZ,Coronavirus; Severe Acute Respiratory Syndrome,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12158615952232422,0.12158615952232422,0.0,0.0,0.12158615952232422,15,1,-3.5,0.030396539880581053
IAKHMKGGTNLKSZ,COVID-19,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6604209902932084,0.6604209902932083,0.09118961964174316,0.020365681719989308,0.6604209902932084,15,1,-8.888888888888886,0.4281505905449635
PIBARDGJJAGJAJ,Paroxysmal Nocturnal Hemoglobinuria,0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7990913983373749,0.7990913983373749,0.09925847358331716,0.09925847358331716,0.7990913983373749,1,1,0.0,0.0
