aact_name,pref_name,ik14,standard_inchi_key
Dexamethasone,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Ketamine,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Doxorubicin,DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
doxorubicin hydrochloride,DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
dexamethasone,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Leucovorin,LEUCOVORIN,VVIAGPKUTFNRDU,VVIAGPKUTFNRDU-ABLWVSNPSA-N
Sorafenib,SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
leucovorin calcium,LEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-ZEDZUCNESA-L
Ibuprofen,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Ruxolitinib,RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
Enzalutamide,ENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-UHFFFAOYSA-N
Escitalopram,ESCITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-FQEVSTJZSA-N
Omeprazole,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Epirubicin,EPIRUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-VTZDEGQISA-N
Propranolol,PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
Amlodipine,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Methylphenidate,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Doxorubicin Hydrochloride,DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
Methadone,METHADONE,USSIQXCVUWKGNF,USSIQXCVUWKGNF-UHFFFAOYSA-N
Levofloxacin,LEVOFLOXACIN ANHYDROUS,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-JTQLQIEISA-N
Esketamine,ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
Lansoprazole,LANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-UHFFFAOYSA-N
Modafinil,MODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-UHFFFAOYSA-N
Citalopram,CITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-UHFFFAOYSA-N
Levobupivacaine,LEVOBUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-NTISSMGPSA-N
Leucovorin Calcium,LEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-ZEDZUCNESA-L
Pirfenidone,PIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-UHFFFAOYSA-N
Ketoconazole,LEVOKETOCONAZOLE,XMAYWYJOQHXEEK,XMAYWYJOQHXEEK-ZEQKJWHPSA-N
epirubicin hydrochloride,EPIRUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-VTZDEGQISA-N
doxorubicin,DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
Ketamine Hydrochloride,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
ketamine,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Salbutamol,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Isotretinoin,ISOTRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-XFYACQKRSA-N
Atropine,ATROPINE,RKUNBYITZUJHSG,RKUNBYITZUJHSG-SPUOUPEWSA-N
escitalopram,ESCITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-FQEVSTJZSA-N
Ephedrine,RACEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-UHFFFAOYSA-N
Levothyroxine,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Mirtazapine,MIRTAZAPINE,RONZAEMNMFQXRA,RONZAEMNMFQXRA-UHFFFAOYSA-N
"Sorafenib (Nexavar, BAY43-9006)",SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Baclofen,BACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-UHFFFAOYSA-N
sorafenib,SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Pramipexole,PRAMIPEXOLE,FASDKYOPVNHBLU,FASDKYOPVNHBLU-ZETCQYMHSA-N
Adriamycin,DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
leucovorin,LEUCOVORIN,VVIAGPKUTFNRDU,VVIAGPKUTFNRDU-ABLWVSNPSA-N
Adenosine,ADENOSINE,OIRDTQYFTABQOQ,OIRDTQYFTABQOQ-KQYNXXCUSA-N
Ivacaftor,IVACAFTOR,PURKAOJPTOLRMP,PURKAOJPTOLRMP-UHFFFAOYSA-N
Albuterol,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Folinic Acid,LEUCOVORIN,VVIAGPKUTFNRDU,VVIAGPKUTFNRDU-ABLWVSNPSA-N
Capsaicin,CAPSAICIN,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM-SOFGYWHQSA-N
ibuprofen,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
methylphenidate,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Formoterol,ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
Eszopiclone,ESZOPICLONE,GBBSUAFBMRNDJC,GBBSUAFBMRNDJC-INIZCTEOSA-N
propranolol,PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
Armodafinil,ARMODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-LJQANCHMSA-N
Emtricitabine,EMTRICITABINE,XQSPYNMVSIKCOC,XQSPYNMVSIKCOC-NTSWFWBYSA-N
ketoconazole,LEVOKETOCONAZOLE,XMAYWYJOQHXEEK,XMAYWYJOQHXEEK-ZEQKJWHPSA-N
omeprazole,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Betamethasone,BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
Leucovorin calcium,LEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-ZEDZUCNESA-L
Telbivudine,TELBIVUDINE,IQFYYKKMVGJFEH,IQFYYKKMVGJFEH-CSMHCCOUSA-N
isotretinoin,ISOTRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-XFYACQKRSA-N
Vitamin A,RETINOL,FPIPGXGPPPQFEQ,FPIPGXGPPPQFEQ-OVSJKPMPSA-N
Folinic acid,LEUCOVORIN,VVIAGPKUTFNRDU,VVIAGPKUTFNRDU-ABLWVSNPSA-N
amlodipine,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
enzalutamide,ENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-UHFFFAOYSA-N
Ursodeoxycholic Acid,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
levofloxacin,LEVOFLOXACIN ANHYDROUS,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-JTQLQIEISA-N
Milnacipran,"1R,2S-MILNACIPRAN",GJJFMKBJSRMPLA,GJJFMKBJSRMPLA-HIFRSBDPSA-N
Levocetirizine,LEVOCETIRIZINE DIHYDROCHLORIDE,PGLIUCLTXOYQMV,PGLIUCLTXOYQMV-GHVWMZMZSA-N
Ibuprofen 600 mg,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Donafenib,CM-4307,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-FIBGUPNXSA-N
Ibuprofen 400 mg,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Ketoprofen,KETOPROFEN,DKYWVDODHFEZIM,DKYWVDODHFEZIM-UHFFFAOYSA-N
Clomiphene Citrate,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
Doxil,DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
Dexamethasone Oral,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Xenon,XENON XE 127,FHNFHKCVQCLJFQ,FHNFHKCVQCLJFQ-AHCXROLUSA-N
Doxorubicin hydrochloride,DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
Propranolol Hydrochloride,PROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-UHFFFAOYSA-N
Formoterol Fumarate,ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
Fluoride,SODIUM FLUORIDE,PUZPDOWCWNUUKD,PUZPDOWCWNUUKD-UHFFFAOYSA-M
Flurbiprofen,FLURBIPROFEN,SYTBZMRGLBWNTM,SYTBZMRGLBWNTM-UHFFFAOYSA-N
S-ketamine,ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
modafinil,MODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-UHFFFAOYSA-N
tretinoin,TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
Liposomal Doxorubicin,DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
Dexamethasone 4mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
salbutamol,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
liposomal doxorubicin,DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
Tretinoin,TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
citalopram,CITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-UHFFFAOYSA-N
clomiphene citrate,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
CTP-543,DEURUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-FBXGHSCESA-N
Dexlansoprazole,DEXLANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-RUZDIDTESA-N
Zopiclone,ZOPICLONE,GBBSUAFBMRNDJC,GBBSUAFBMRNDJC-UHFFFAOYSA-N
Dexketoprofen,DEXKETOPROFEN,DKYWVDODHFEZIM,DKYWVDODHFEZIM-NSHDSACASA-N
Clomiphene,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
Ursodeoxycholic acid,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Ruxolitinib Phosphate,RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
methadone,METHADONE,USSIQXCVUWKGNF,USSIQXCVUWKGNF-UHFFFAOYSA-N
Clomiphene citrate,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
Amlodipine 5mg,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Praziquantel,PRAZIQUANTEL,FSVJFNAIGNNGKK,FSVJFNAIGNNGKK-UHFFFAOYSA-N
TC-5214,DEXMECAMYLAMINE,IMYZQPCYWPFTAG,IMYZQPCYWPFTAG-NGZCFLSTSA-N
epirubicin,EPIRUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-VTZDEGQISA-N
Dextroamphetamine,DEXTROAMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-QMMMGPOBSA-N
Dexamethasone acetate,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
pramipexole,PRAMIPEXOLE,FASDKYOPVNHBLU,FASDKYOPVNHBLU-ZETCQYMHSA-N
Levocarnitine,LEVOCARNITINE,PHIQHXFUZVPYII,PHIQHXFUZVPYII-ZCFIWIBFSA-N
eszopiclone,ESZOPICLONE,GBBSUAFBMRNDJC,GBBSUAFBMRNDJC-INIZCTEOSA-N
Marcaine,BUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-UHFFFAOYSA-N
Ruxolitinib cream,RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
adenosine,ADENOSINE,OIRDTQYFTABQOQ,OIRDTQYFTABQOQ-KQYNXXCUSA-N
Levofloxacin 500mg,LEVOFLOXACIN ANHYDROUS,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-JTQLQIEISA-N
Pseudoephedrine,PSEUDOEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-WCBMZHEXSA-N
Ozurdex,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
ruxolitinib,RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
levobupivacaine,LEVOBUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-NTISSMGPSA-N
Ibuprofen 800 mg,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
D-serine,(D)-SERINE,MTCFGRXMJLQNBG,MTCFGRXMJLQNBG-UWTATZPHSA-N
Quinidine,QUINIDINE,LOUPRKONTZGTKE,LOUPRKONTZGTKE-LHHVKLHASA-N
telbivudine,TELBIVUDINE,IQFYYKKMVGJFEH,IQFYYKKMVGJFEH-CSMHCCOUSA-N
mirtazapine,MIRTAZAPINE,RONZAEMNMFQXRA,RONZAEMNMFQXRA-UHFFFAOYSA-N
Ruxolitinib Cream,RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
folinic acid,LEUCOVORIN,VVIAGPKUTFNRDU,VVIAGPKUTFNRDU-ABLWVSNPSA-N
formoterol,ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
methylphenidate hydrochloride,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Eslicarbazepine acetate,ESLICARBAZEPINE,BMPDWHIDQYTSHX,BMPDWHIDQYTSHX-AWEZNQCLSA-N
Levothyroxin,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Ritalin,METHYLPHENIDATE HYDROCHLORIDE,JUMYIBMBTDDLNG,JUMYIBMBTDDLNG-UHFFFAOYSA-N
Liothyronine,LIOTHYRONINE,AUYYCJSJGJYCDS,AUYYCJSJGJYCDS-LBPRGKRZSA-N
All-trans retinoic acid,TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
Liposomal doxorubicin,DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
Dexamethasone injection,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Methylphenidate Hydrochloride,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
lansoprazole,LANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-UHFFFAOYSA-N
Water,WATER,XLYOFNOQVPJJNP,XLYOFNOQVPJJNP-UHFFFAOYSA-N
Concerta,METHYLPHENIDATE HYDROCHLORIDE,JUMYIBMBTDDLNG,JUMYIBMBTDDLNG-UHFFFAOYSA-N
Miglustat,MIGLUSTAT,UQRORFVVSGFNRO,UQRORFVVSGFNRO-UTINFBMNSA-N
Calcium folinate,LEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-ZEDZUCNESA-L
albuterol,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
armodafinil,ARMODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-LJQANCHMSA-N
Dexamethasone phosphate,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Androxal,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
Ursodiol,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Escitalopram 10mg,ESCITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-FQEVSTJZSA-N
Dexamethasone 4 mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Betaine,BETAINE,KWIUHFFTVRNATP,KWIUHFFTVRNATP-UHFFFAOYSA-O
MDV3100,ENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-UHFFFAOYSA-N
Decadron,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
BAY 43-9006,SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
all-trans retinoic acid,TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
REL-1017,ESMETHADONE,USSIQXCVUWKGNF,USSIQXCVUWKGNF-KRWDZBQOSA-N
Arbaclofen,ARBACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-QMMMGPOBSA-N
ursodeoxycholic acid,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Dexpramipexole,DEXPRAMIPEXOLE,FASDKYOPVNHBLU,FASDKYOPVNHBLU-SSDOTTSWSA-N
VX-770,IVACAFTOR,PURKAOJPTOLRMP,PURKAOJPTOLRMP-UHFFFAOYSA-N
OTO-104,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Dexamethasone Sodium Phosphate,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Esketamine hydrochloride,ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
Omeprazole 20mg,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Xylitol,XYLITOL,HEBKCHPVOIAQTA,HEBKCHPVOIAQTA-SCDXWVJYSA-N
Levothyroxine Sodium,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Amlodipine besylate,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Thyroxine,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Dexamethasone sodium phosphate,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Ketamine infusion,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Quinine,QUININE,LOUPRKONTZGTKE,LOUPRKONTZGTKE-WZBLMQSHSA-N
Methadone hydrochloride,METHADONE,USSIQXCVUWKGNF,USSIQXCVUWKGNF-UHFFFAOYSA-N
Intravenous ibuprofen,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Menthol,MENTHOL,NOOLISFMXDJSKH,NOOLISFMXDJSKH-UHFFFAOYSA-N
Sodium Fluoride,SODIUM FLUORIDE,PUZPDOWCWNUUKD,PUZPDOWCWNUUKD-UHFFFAOYSA-M
Qutenza,CAPSAICIN,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM-SOFGYWHQSA-N
Reboxetine,REBOXETINE,CBQGYUDMJHNJBX,CBQGYUDMJHNJBX-UHFFFAOYSA-N
Ofloxacin,OFLOXACIN,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
d-amphetamine,DEXTROAMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-QMMMGPOBSA-N
Albuterol Sulfate,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Methylphenidate (MPH),METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Propanolol,LEVOPROPRANOLOL,AQHHHDLHHXJYJD,AQHHHDLHHXJYJD-AWEZNQCLSA-N
Citalopram 20mg,CITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-UHFFFAOYSA-N
Mecamylamine,MECAMYLAMINE,IMYZQPCYWPFTAG,IMYZQPCYWPFTAG-UHFFFAOYSA-N
Brexanolone,BREXANOLONE,AURFZBICLPNKBZ,AURFZBICLPNKBZ-SYBPFIFISA-N
ursodiol,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Leucovorin (LV),LEUCOVORIN,VVIAGPKUTFNRDU,VVIAGPKUTFNRDU-ABLWVSNPSA-N
Atropine Sulfate,ATROPINE,RKUNBYITZUJHSG,RKUNBYITZUJHSG-SPUOUPEWSA-N
Levoleucovorin,LEVOLEUCOVORIN,VVIAGPKUTFNRDU,VVIAGPKUTFNRDU-STQMWFEESA-N
pirfenidone,PIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-UHFFFAOYSA-N
Amphetamine,AMPHETAMINE,KWTSXDURSIMDCE,KWTSXDURSIMDCE-UHFFFAOYSA-N
alitretinoin,ALITRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-ZVCIMWCZSA-N
Emtricitabine (FTC),EMTRICITABINE,XQSPYNMVSIKCOC,XQSPYNMVSIKCOC-NTSWFWBYSA-N
Methadone Hydrochloride,METHADONE,USSIQXCVUWKGNF,USSIQXCVUWKGNF-UHFFFAOYSA-N
Clomiphene Citrate 50mg,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
Myo-inositol,INOSITOL,CDAISMWEOUEBRE,CDAISMWEOUEBRE-GPIVLXJGSA-N
levocetirizine dihydrochloride,LEVOCETIRIZINE DIHYDROCHLORIDE,PGLIUCLTXOYQMV,PGLIUCLTXOYQMV-GHVWMZMZSA-N
levothyroxine,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Ketamine Injectable Solution,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
ketoprofen,KETOPROFEN,DKYWVDODHFEZIM,DKYWVDODHFEZIM-UHFFFAOYSA-N
Levofolinate,SODIUM LEVOFOLINATE,FSDMNNPYPVJNAT,FSDMNNPYPVJNAT-NJHZPMQHSA-L
Esketamine 84 mg,ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
Fenfluramine,FENFLURAMINE,DBGIVFWFUFKIQN,DBGIVFWFUFKIQN-UHFFFAOYSA-N
Intravenous Dexamethasone,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
all-trans retinoic acid (ATRA),TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
betamethasone,BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
Licarbazepine,LICARBAZEPINE,BMPDWHIDQYTSHX,BMPDWHIDQYTSHX-UHFFFAOYSA-N
Alitretinoin,ALITRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-ZVCIMWCZSA-N
Amlodipine Besylate,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
arbaclofen,ARBACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-QMMMGPOBSA-N
Allopregnanolone,BREXANOLONE,AURFZBICLPNKBZ,AURFZBICLPNKBZ-SYBPFIFISA-N
Levalbuterol,LEVOSALBUTAMOL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-LBPRGKRZSA-N
Isradipine,(R)-ISRADIPINE,HMJIYCCIJYRONP,HMJIYCCIJYRONP-MRXNPFEDSA-N
oral isotretinoin,ISOTRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-XFYACQKRSA-N
migalastat HCl,MIGALASTAT,LXBIFEVIBLOUGU,LXBIFEVIBLOUGU-DPYQTVNSSA-N
ofloxacin,OFLOXACIN,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
Omeprazole 40 MG,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
HGP0904,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Etodolac,ETODOLAC,NNYBQONXHNTVIJ,NNYBQONXHNTVIJ-UHFFFAOYSA-N
Retinoic acid,TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
Inositol,INOSITOL,CDAISMWEOUEBRE,CDAISMWEOUEBRE-GPIVLXJGSA-N
baclofen,BACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-UHFFFAOYSA-N
Amlodipine 10mg,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
ivacaftor,IVACAFTOR,PURKAOJPTOLRMP,PURKAOJPTOLRMP-UHFFFAOYSA-N
SAGE-547,BREXANOLONE,AURFZBICLPNKBZ,AURFZBICLPNKBZ-SYBPFIFISA-N
DOXIL,DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
Esmirtazapine,ESMIRTAZAPINE,RONZAEMNMFQXRA,RONZAEMNMFQXRA-MRXNPFEDSA-N
quinidine,QUINIDINE,LOUPRKONTZGTKE,LOUPRKONTZGTKE-LHHVKLHASA-N
