row_idx,y,p,NCT_ID,Disease,Drug_Clean,Phase,risk_tolerance,confidence_tier,tier_threshold,safety_cytotoxic_cap,cap_reason,p_adj,cap_applied
730,0,6.819510943669145e-05,NCT03685630,epilepsy,brivaracetam,Phase 3,58.0,B_serious_chronic,0.6,0,,6.819510943669145e-05,0
731,0,0.0004542064481816117,NCT03639389,Pain,bupivacaine,Phase 3,15.0,C_benign,0.5,0,,0.0004542064481816117,0
732,0,0.008518355656909614,NCT05164549,Opioid Use Disorder,buprenorphine,Phase 3,60.0,B_serious_chronic,0.6,0,,0.008518355656909614,0
733,0,0.001656860903786831,NCT03897439,Smoking Cessation,bupropion,Phase 3,25.0,C_benign,0.5,0,,0.001656860903786831,0
734,0,0.00030507280026191477,NCT03802591,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,capecitabine,Phase 3,85.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.00030507280026191477,1
735,0,0.002477740250662395,NCT03813784,Metastatic Gastric Cancer,capecitabine,Phase 3,92.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.002477740250662395,1
736,0,0.0003893975990784452,NCT03794388,breast cancer,capsaicin,Phase 3,80.0,A_tox_tolerated,0.65,0,,0.0003893975990784452,0
737,0,1.335335090182199e-05,NCT04041791,pneumonia,ceftriaxone,Phase 3,70.0,A_tox_tolerated,0.65,0,,1.335335090182199e-05,0
738,0,0.0005799877490227929,NCT03742505,vitamin D deficiency,vitamin D3,Phase 3,15.0,C_benign,0.5,0,,0.0005799877490227929,0
739,0,1.4724462704496922e-05,NCT04121403,Multiple Sclerosis,cladribine,Phase 3,60.0,B_serious_chronic,0.6,1,cytotoxic_managed_toxicity,1.4724462704496922e-05,1
740,0,0.0003191120418123402,NCT03725930,Child Preschool,clonidine,Phase 3,10.0,C_benign,0.5,0,,0.0003191120418123402,0
741,0,0.00014381260700219384,NCT03645057,atopic dermatitis,crisaborole,Phase 3,20.0,C_benign,0.5,0,,0.00014381260700219384,0
742,0,0.00026572968161064166,NCT03723252,Nonalcoholic Steatohepatitis,dapagliflozin,Phase 3,55.0,B_serious_chronic,0.6,0,,0.00026572968161064166,0
744,0,0.0005852488751009903,NCT03877237,Heart Failure With Reduced Ejection Fraction (HFrEF),dapagliflozin,Phase 3,80.0,A_tox_tolerated,0.65,0,,0.0005852488751009903,0
745,0,3.168331539193183e-05,NCT03901482,migraine,dihydroergotamine,Phase 3,20.0,C_benign,0.5,0,,3.168331539193183e-05,0
746,0,0.0001878865363159427,NCT03778931,Advanced Breast Cancer,elacestrant,Phase 3,85.0,A_tox_tolerated,0.65,0,,0.0001878865363159427,0
747,0,0.00017738334577170373,NCT03939637,immune thrombocytopenia,eltrombopag,Phase 3,50.0,B_serious_chronic,0.6,0,,0.00017738334577170373,0
748,0,0.00010083449428547044,NCT03594110,Chronic Kidney Disease,empagliflozin,Phase 3,60.0,B_serious_chronic,0.6,0,,0.00010083449428547044,0
749,0,0.0014454516711955123,NCT03917459,"Heart Failure; Heart Failure, Systolic; Erectile Dysfunction",enalapril,Phase 3,80.0,A_tox_tolerated,0.65,0,,0.0014454516711955123,0
750,0,0.0001299617950133848,NCT03788967,complicated urinary tract infection,ertapenem,Phase 3,52.0,B_serious_chronic,0.6,0,,0.0001299617950133848,0
751,0,4.198215148534363e-05,NCT03717194,Diabetes,ertugliflozin,Phase 3,40.0,B_serious_chronic,0.6,0,,4.198215148534363e-05,0
752,0,0.050958377645947905,NCT04162522,Depression,escitalopram,Phase 3,40.0,B_serious_chronic,0.6,0,,0.050958377645947905,0
753,0,0.23829066448999098,NCT04005716,Lung Cancer,etoposide,Phase 3,90.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.15,1
754,0,0.46436665980978953,NCT04028050,Lung Cancer,etoposide,Phase 3,90.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.15,1
755,0,0.004844669175299339,NCT03945188,Ulcerative Colitis,etrasimod,Phase 3,58.0,B_serious_chronic,0.6,0,,0.004844669175299339,0
756,0,0.041188074717971694,NCT03952039,myelofibrosis,fedratinib,Phase 3,80.0,A_tox_tolerated,0.65,0,,0.041188074717971694,0
757,0,0.01674227667962147,NCT04003142,hot flashes,fezolinetant,Phase 3,8.0,C_benign,0.5,0,,0.01674227667962147,0
758,0,0.00017865033633615045,NCT03764618,anemia,fostamatinib,Phase 3,40.0,B_serious_chronic,0.6,0,,0.00017865033633615045,0
759,0,0.000371357622358414,NCT03806530,End Stage Renal Disease; Restless Legs Syndrome,gabapentin,Phase 3,78.0,A_tox_tolerated,0.65,0,,0.000371357622358414,0
760,0,0.0006135534461767094,NCT03699254,Transplantation Infection; Cytomegalovirus Infections,ganciclovir,Phase 3,68.0,B_serious_chronic,0.6,0,,0.0006135534461767094,0
761,0,0.002988571214674429,NCT03673072,Gallbladder Carcinoma,gemcitabine,Phase 3,90.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.002988571214674429,1
762,0,0.00899047811756894,NCT03924986,Metastatic Nasopharyngeal Cancer,gemcitabine,Phase 3,88.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.00899047811756894,1
764,0,0.013489829170815534,NCT04327843,Schizophrenia; Medication Nonadherence; Schizo Affective Disorder,haloperidol decanoate,Phase 3,62.0,B_serious_chronic,0.6,0,,0.013489829170815534,0
765,0,0.07909241345091844,NCT04197115,Sepsis; Septic Shock,hydrocortisone,Phase 3,85.0,A_tox_tolerated,0.65,0,,0.07909241345091844,0
766,0,0.0016662337345484026,NCT03789591,Sickle Cell Disease; Sickle Cell Anemia,hydroxyurea,Phase 3,65.0,B_serious_chronic,0.6,0,,0.0016662337345484026,0
767,0,0.00015217615970420018,NCT04476069,Pain Management,ibuprofen,Phase 3,15.0,C_benign,0.5,0,,0.00015217615970420018,0
770,0,0.002960993233913555,NCT03831854,Reducing Psychological Side Effects of Ketamine,ketamine,Phase 3,10.0,C_benign,0.5,0,,0.002960993233913555,0
772,0,0.0046258099629038355,NCT06185127,Lung Diseases; Diagnosis; Anesthesia,ketamine,Phase 3,40.0,B_serious_chronic,0.6,0,,0.0046258099629038355,0
773,0,0.00011046971486010552,NCT03678675,Post-cesarean pain,ketorolac,Phase 3,8.0,C_benign,0.5,0,,0.00011046971486010552,0
774,0,0.00010999532351255178,NCT03967847,rotator cuff tear,ketorolac,Phase 3,12.0,C_benign,0.5,0,,0.00010999532351255178,0
775,0,5.91554953251584e-05,NCT04133623,Acute Pain Due to Trauma,ketorolac,Phase 3,15.0,C_benign,0.5,0,,5.91554953251584e-05,0
776,0,1.346176716015021e-05,NCT04246541,Postoperative Pain,ketorolac,Phase 3,8.0,C_benign,0.5,0,,1.346176716015021e-05,0
777,0,1.346176716015021e-05,NCT04246554,Postoperative Pain,ketorolac,Phase 3,8.0,C_benign,0.5,0,,1.346176716015021e-05,0
778,0,0.0011229424881319615,NCT03779178,atrial fibrillation,landiolol,Phase 3,55.0,B_serious_chronic,0.6,0,,0.0011229424881319615,0
779,0,0.0066902437634877975,NCT04124926,Erosive Esophagitis,lansoprazole,Phase 3,25.0,C_benign,0.5,0,,0.0066902437634877975,0
780,0,0.00011301635943243835,NCT03670810,migraine,lasmiditan,Phase 3,20.0,C_benign,0.5,0,,0.00011301635943243835,0
788,0,0.24152643911257893,NCT04716933,Lung Cancer,lenvatinib,Phase 3,90.0,A_tox_tolerated,0.65,0,,0.24152643911257893,0
790,0,0.00026696942875350496,NCT03930615,cytomegalovirus infection,letermovir,Phase 3,55.0,B_serious_chronic,0.6,0,,0.00026696942875350496,0
791,0,0.009681776263230454,NCT03621280,Cushing syndrome,levoketoconazole,Phase 3,55.0,B_serious_chronic,0.6,0,,0.009681776263230454,0
793,0,0.0008213498596804722,NCT03844984,septic shock,lidocaine,Phase 3,90.0,A_tox_tolerated,0.65,0,,0.0008213498596804722,0
795,0,0.3364403439763878,NCT03905330,progressive familial intrahepatic cholestasis,maralixibat,Phase 3,75.0,A_tox_tolerated,0.65,0,,0.3364403439763878,0
796,0,0.02650755632769227,NCT03675139,endometrial hyperplasia,medroxyprogesterone acetate,Phase 3,25.0,C_benign,0.5,0,,0.02650755632769227,0
797,0,0.012876441601937558,NCT03840148,Urinary Tract Infections; Acute Pyelonephritis,meropenem,Phase 3,55.0,B_serious_chronic,0.6,0,,0.012876441601937558,0
798,0,8.574752180939808e-05,NCT03798054,Type 2 Diabetes,metformin,Phase 3,40.0,B_serious_chronic,0.6,0,,8.574752180939808e-05,0
799,0,8.574752180939808e-05,NCT03798080,Type 2 Diabetes,metformin,Phase 3,40.0,B_serious_chronic,0.6,0,,8.574752180939808e-05,0
800,0,0.00021994862550633,NCT03862716,Type 2 Diabetes,metformin,Phase 3,40.0,B_serious_chronic,0.6,0,,0.00021994862550633,0
801,0,0.005645329253071902,NCT04029480,Type 2 Diabetes Mellitus,metformin,Phase 3,40.0,B_serious_chronic,0.6,0,,0.005645329253071902,0
802,0,0.00025838068047427903,NCT05118542,Graves disease,methimazole,Phase 3,40.0,B_serious_chronic,0.6,0,,0.00025838068047427903,0
803,0,0.0005582362021848787,NCT05108597,uterine fibroids,misoprostol,Phase 3,15.0,C_benign,0.5,0,,0.0005582362021848787,0
804,0,0.017709476097858085,NCT03853798,pyruvate kinase deficiency,mitapivat,Phase 3,55.0,B_serious_chronic,0.6,0,,0.017709476097858085,0
805,0,0.01672150175312443,NCT03899103,Steroid-Dependent Nephrotic Syndrome,mycophenolate mofetil,Phase 3,50.0,B_serious_chronic,0.6,0,,0.01672150175312443,0
807,0,0.06078007990921326,NCT03283007,Lung-transplant Recipients,nintedanib,Phase 3,75.0,A_tox_tolerated,0.65,0,,0.06078007990921326,0
808,0,0.028329729662398752,NCT03820726,"Lung Diseases, Interstitial",nintedanib,Phase 3,75.0,A_tox_tolerated,0.65,0,,0.028329729662398752,0
809,0,0.012044380230040112,NCT04093024,"Lung Diseases, Interstitial",nintedanib,Phase 3,75.0,A_tox_tolerated,0.65,0,,0.012044380230040112,0
810,0,0.0008009350129104727,NCT04020341,Recurrent urinary tract infections,nitrofurantoin,Phase 3,25.0,C_benign,0.5,0,,0.0008009350129104727,0
811,0,3.376584756119311e-05,NCT04789005,Spinal anesthesia-induced hypotension,norepinephrine,Phase 3,20.0,C_benign,0.5,0,,3.376584756119311e-05,0
812,0,0.4125450490312825,NCT03834519,Prostate Cancer,olaparib,Phase 3,72.0,A_tox_tolerated,0.65,0,,0.4125450490312825,0
813,0,0.0002702355862189241,NCT03915769,ulcerative colitis,ozanimod,Phase 3,50.0,B_serious_chronic,0.6,0,,0.0002702355862189241,0
816,0,0.8804603722232148,NCT03940196,Ovarian Cancer,paclitaxel,Phase 3,88.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.15,1
817,0,0.0011034009055727234,NCT03943667,Metastatic Pancreatic Adenocarcinoma,paclitaxel,Phase 3,95.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.0011034009055727234,1
818,0,0.7091297896227762,NCT03957590,Cell Carcinoma,paclitaxel,Phase 3,85.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.15,1
819,0,0.004517070546360495,NCT04177108,Participants With Locally Advanced or Metastatic Triple-Negative Breast Cancer,paclitaxel,Phase 3,90.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.004517070546360495,1
820,0,0.001748488396580776,NCT03762018,Pleural Mesothelioma Malignant Advanced,pemetrexed,Phase 3,92.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.001748488396580776,1
821,0,0.00010093292296565249,NCT03802240,NSCLC,pemetrexed,Phase 3,88.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.00010093292296565249,1
822,0,3.383469956308363e-05,NCT04789005,Spinal anesthesia-induced hypotension,phenylephrine,Phase 3,20.0,C_benign,0.5,0,,3.383469956308363e-05,0
824,0,0.0005441446329222209,NCT03893097,schistosomiasis,praziquantel,Phase 3,45.0,B_serious_chronic,0.6,0,,0.0005441446329222209,0
825,0,0.011567926409699659,NCT04209543,Vasomotor Symptoms; Menopausal Symptoms,progesterone,Phase 3,12.0,C_benign,0.5,0,,0.011567926409699659,0
826,0,0.003094960178171214,NCT03808844,Induction of Anesthesia,propofol,Phase 3,25.0,C_benign,0.5,0,,0.003094960178171214,0
827,0,0.003094960178171214,NCT03921775,Anesthesia for Elective Surgery Patients,propofol,Phase 3,12.0,C_benign,0.5,0,,0.003094960178171214,0
828,0,0.003094960178171214,NCT04111159,Sedation or Anesthesia,propofol,Phase 3,15.0,C_benign,0.5,0,,0.003094960178171214,0
829,0,0.00092588970785519,NCT05118542,Graves disease,propylthiouracil,Phase 3,40.0,B_serious_chronic,0.6,0,,0.00092588970785519,0
830,0,0.0001150654600651583,NCT04155515,Cirrhosis,ribavirin,Phase 3,80.0,A_tox_tolerated,0.65,0,,0.0001150654600651583,0
831,0,0.0022290255150462014,NCT03702582,Atrial Fibrillation; Stroke; Bleeding,rivaroxaban,Phase 3,75.0,A_tox_tolerated,0.65,0,,0.0022290255150462014,0
832,0,0.0034172853529340027,NCT03996772,Atrial Fibrillation; Intracerebral Hemorrhage,rivaroxaban,Phase 3,80.0,A_tox_tolerated,0.65,0,,0.0034172853529340027,0
833,0,0.0008010353729110981,NCT03806530,End Stage Renal Disease; Restless Legs Syndrome,ropinirole,Phase 3,78.0,A_tox_tolerated,0.65,0,,0.0008010353729110981,0
834,0,0.065152654240587,NCT03936387,Post-Sternotomy Pain,ropivacaine,Phase 3,12.0,C_benign,0.5,0,,0.065152654240587,0
835,0,0.08359339860108977,NCT05663827,Steroid Refractory GVHD,ruxolitinib,Phase 3,85.0,A_tox_tolerated,0.65,0,,0.08359339860108977,0
836,0,3.6021457744905503e-05,NCT03881371,Parkinson's Disease,safinamide,Phase 3,55.0,B_serious_chronic,0.6,0,,3.6021457744905503e-05,0
837,0,0.0028236984309891787,NCT03988530,motion sickness,scopolamine,Phase 3,5.0,C_benign,0.5,0,,0.0028236984309891787,0
838,0,0.001314867833911938,NCT03935217,trichomoniasis,secnidazole,Phase 3,10.0,C_benign,0.5,0,,0.001314867833911938,0
839,0,0.022783755241772,NCT03623243,multiple sclerosis,siponimod,Phase 3,60.0,B_serious_chronic,0.6,0,,0.022783755241772,0
840,0,0.005458820533993603,NCT04017832,Type 2 Diabetes,sitagliptin,Phase 3,40.0,B_serious_chronic,0.6,0,,0.005458820533993603,0
841,0,9.571864218960089e-05,NCT03883698,hepatitis C virus infection,sofosbuvir,Phase 3,60.0,B_serious_chronic,0.6,0,,9.571864218960089e-05,0
842,0,7.610220093201831e-05,NCT03894046,bacterial pneumonia,sulbactam,Phase 3,72.0,A_tox_tolerated,0.65,0,,7.610220093201831e-05,0
843,0,6.570615843099818e-05,NCT03956355,plaque psoriasis,tapinarof,Phase 3,25.0,C_benign,0.5,0,,6.570615843099818e-05,0
844,0,6.570615843099818e-05,NCT03983980,plaque psoriasis,tapinarof,Phase 3,25.0,C_benign,0.5,0,,6.570615843099818e-05,0
845,0,4.066912369545504e-05,NCT03176134,skin and soft tissue bacterial infection,tedizolid phosphate,Phase 3,45.0,B_serious_chronic,0.6,0,,4.066912369545504e-05,0
846,0,0.008667431314963284,NCT03872232,Hypercholesterolemia; Hypertension,telmisartan,Phase 3,42.0,B_serious_chronic,0.6,0,,0.008667431314963284,0
849,0,0.00107706620522738,NCT03915860,acne vulgaris,trifarotene,Phase 3,8.0,C_benign,0.5,0,,0.00107706620522738,0
850,0,0.0031972411433705676,NCT03725202,giant cell arteritis,upadacitinib,Phase 3,62.0,B_serious_chronic,0.6,0,,0.0031972411433705676,0
851,0,0.003202617475267338,NCT04169373,spondyloarthritis,upadacitinib,Phase 3,40.0,B_serious_chronic,0.6,0,,0.003202617475267338,0
852,0,0.04729181559894906,NCT04102579,"Chorea, Huntington",valbenazine,Phase 3,85.0,A_tox_tolerated,0.65,0,,0.04729181559894906,0
853,0,0.0007382757575296781,NCT03699254,Transplantation Infection; Cytomegalovirus Infections,valganciclovir,Phase 3,68.0,B_serious_chronic,0.6,0,,0.0007382757575296781,0
854,0,0.0018801419190999404,NCT03595553,Clostridium Difficile Infection,vancomycin,Phase 3,55.0,B_serious_chronic,0.6,0,,0.0018801419190999404,0
856,0,0.00013106402290380124,NCT03902080,overactive bladder,vibegron,Phase 3,15.0,C_benign,0.5,0,,0.00013106402290380124,0
857,0,0.0004605273843717744,NCT04103450,overactive bladder,vibegron,Phase 3,15.0,C_benign,0.5,0,,0.0004605273843717744,0
858,0,0.0006168469490520812,NCT03979352,Type1 Diabetes Mellitus,empagliflozin,Phase 3,55.0,B_serious_chronic,0.6,0,,0.0006168469490520812,0
859,0,0.01674227667962147,NCT04003155,hot flashes,fezolinetant,Phase 3,8.0,C_benign,0.5,0,,0.01674227667962147,0
860,0,0.01674227667962147,NCT04003389,hot flashes,fezolinetant,Phase 3,8.0,C_benign,0.5,0,,0.01674227667962147,0
861,0,1.6652530638721026e-05,NCT03349684,"Diabetes Mellitus, Type 2",acarbose,Phase 3,40.0,B_serious_chronic,0.6,0,,1.6652530638721026e-05,0
862,0,1.8658333721663825e-05,NCT03554018,Low Back Pain,acetaminophen,Phase 3,18.0,C_benign,0.5,0,,1.8658333721663825e-05,0
863,0,0.0001111550111555738,NCT03584373,Nephrolithiasis,acetaminophen,Phase 3,20.0,C_benign,0.5,0,,0.0001111550111555738,0
864,0,0.0005727536714358042,NCT04392362,supraventricular tachycardia,adenosine,Phase 3,40.0,B_serious_chronic,0.6,0,,0.0005727536714358042,0
865,0,0.001957908310522086,NCT03474276,acute malnutrition,albendazole,Phase 3,70.0,A_tox_tolerated,0.65,0,,0.001957908310522086,0
866,0,0.5489614204296719,NCT03439046,Breast Cancer,alpelisib,Phase 3,75.0,A_tox_tolerated,0.65,0,,0.5489614204296719,0
867,0,0.0005224379779767473,NCT05437224,pulmonary arterial hypertension,ambrisentan,Phase 3,82.0,A_tox_tolerated,0.65,0,,0.0005224379779767473,0
868,0,0.0004253199768990681,NCT06416735,essential hypertension,amiloride,Phase 3,42.0,B_serious_chronic,0.6,0,,0.0004253199768990681,0
869,0,0.0001465296878219836,NCT03153150,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",apixaban,Phase 3,88.0,A_tox_tolerated,0.65,0,,0.0001465296878219836,0
870,0,0.0003325985677399218,NCT05208398,Left Ventricular Thrombus,apixaban,Phase 3,70.0,A_tox_tolerated,0.65,0,,0.0003325985677399218,0
871,0,0.000717637740848952,NCT03611751,psoriasis,apremilast,Phase 3,25.0,C_benign,0.5,0,,0.000717637740848952,0
872,0,0.000717637740848952,NCT03624127,psoriasis,apremilast,Phase 3,25.0,C_benign,0.5,0,,0.000717637740848952,0
874,0,0.00020267491120127412,NCT03700320,episodic migraine,atogepant,Phase 3,18.0,C_benign,0.5,0,,0.00020267491120127412,0
875,0,0.0009357636625047736,NCT03777059,episodic migraine,atogepant,Phase 3,18.0,C_benign,0.5,0,,0.0009357636625047736,0
876,0,0.02967589372930448,NCT03415178,Hypercholesterolaemia,atorvastatin,Phase 3,38.0,C_benign,0.5,0,,0.02967589372930448,0
877,0,0.0005326795996554941,NCT03334253,Myopia,atropine,Phase 3,8.0,C_benign,0.5,0,,0.0005326795996554941,0
878,0,9.049028899461696e-05,NCT03164473,Eosinophilic Granulomatosis With Polyangiitis,azathioprine,Phase 3,70.0,A_tox_tolerated,0.65,0,,9.049028899461696e-05,0
879,0,0.0011611529452846396,NCT03334435,Atopic Dermatitis,baricitinib,Phase 3,20.0,C_benign,0.5,0,,0.0011611529452846396,0
880,0,0.0011611529452846396,NCT03428100,Atopic Dermatitis,baricitinib,Phase 3,20.0,C_benign,0.5,0,,0.0011611529452846396,0
881,0,0.0011535323943487302,NCT03435081,Atopic Dermatitis,baricitinib,Phase 3,20.0,C_benign,0.5,0,,0.0011535323943487302,0
883,0,0.0011578334812544274,NCT03733301,Atopic Dermatitis,baricitinib,Phase 3,20.0,C_benign,0.5,0,,0.0011578334812544274,0
884,0,0.008020578636009435,NCT03773978,Juvenile Idiopathic Arthritis,baricitinib,Phase 3,50.0,B_serious_chronic,0.6,0,,0.008020578636009435,0
887,0,0.0008658638356639371,NCT03548584,Alzheimer disease,brexpiprazole,Phase 3,60.0,B_serious_chronic,0.6,0,,0.0008658638356639371,0
888,0,0.005855923322437319,NCT03594123,Alzheimer's disease biomarker measurement,brexpiprazole,Phase 3,55.0,B_serious_chronic,0.6,0,,0.005855923322437319,0
889,0,0.006702823847320213,NCT03724942,Alzheimer disease,brexpiprazole,Phase 3,60.0,B_serious_chronic,0.6,0,,0.006702823847320213,0
890,0,0.0001552522820348256,NCT03737474,Major Depressive Disorder,brexpiprazole,Phase 3,42.0,B_serious_chronic,0.6,0,,0.0001552522820348256,0
891,0,0.0032635566749301403,NCT03615326,Gastric Neoplasms; Gastroesophageal Junction Adenocarcinoma,capecitabine,Phase 3,85.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.0032635566749301403,1
892,0,0.00016756979509975267,NCT03745170,Gastric Cancer,capecitabine,Phase 3,85.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.00016756979509975267,1
893,0,0.011559895837626653,NCT03777657,Junction Carcinoma,capecitabine,Phase 3,82.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.011559895837626653,1
895,0,3.575916384843795e-05,NCT03738215,Major Depressive Disorder,cariprazine,Phase 3,42.0,B_serious_chronic,0.6,0,,3.575916384843795e-05,0
896,0,3.575916384843795e-05,NCT03739203,Major Depressive Disorder,cariprazine,Phase 3,42.0,B_serious_chronic,0.6,0,,3.575916384843795e-05,0
897,0,0.0025110583305493167,NCT03678753,combined generalized and focal epilepsy,cenobamate,Phase 3,60.0,B_serious_chronic,0.6,0,,0.0025110583305493167,0
899,0,8.362570450484778e-06,NCT04476511,vitamin D deficiency,vitamin D3,Phase 3,15.0,C_benign,0.5,0,,8.362570450484778e-06,0
900,0,0.005105446104142397,NCT03299244,Secondary Hyperparathyroidism; Chronic Kidney Disease,cinacalcet,Phase 3,55.0,B_serious_chronic,0.6,0,,0.005105446104142397,0
901,0,5.173799253001912e-05,NCT03354598,Uncomplicated Urinary Tract Infection,ciprofloxacin,Phase 3,22.0,C_benign,0.5,0,,5.173799253001912e-05,0
903,0,0.0009598997671226451,NCT03357874,Acute Coronary Syndrome,clopidogrel,Phase 3,80.0,A_tox_tolerated,0.65,0,,0.0009598997671226451,0
907,0,0.060859405464025185,NCT03379727,Acute Myeloid Leukemia,cytarabine,Phase 3,90.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.060859405464025185,1
908,0,3.714996220142463e-05,NCT03619213,Heart Failure With Preserved Ejection Fraction,dapagliflozin,Phase 3,75.0,A_tox_tolerated,0.65,0,,3.714996220142463e-05,0
909,0,0.002114937600182405,NCT03138733,Staphylococcus Aureus Bacteremia,daptomycin,Phase 3,82.0,A_tox_tolerated,0.65,0,,0.002114937600182405,0
910,0,0.0006305111226421407,NCT03575104,insomnia,daridorexant,Phase 3,15.0,C_benign,0.5,0,,0.0006305111226421407,0
911,0,6.605982624574988e-05,NCT03100786,Tuberculosis; Tuberculous Meningitis; Drug-Induced Liver Injury,dexamethasone,Phase 3,88.0,A_tox_tolerated,0.65,0,,6.605982624574988e-05,0
912,0,2.8828657566608914e-05,NCT03396107,Cesarean Section Complications,dexamethasone,Phase 3,45.0,B_serious_chronic,0.6,0,,2.8828657566608914e-05,0
913,0,7.394275242916565e-05,NCT03555929,Hand Wound; Wrist Wound; Forearm Wound; Hand Fracture; Wrist Fracture; Forearm Fracture,dexamethasone,Phase 3,12.0,C_benign,0.5,0,,7.394275242916565e-05,0
914,0,2.920933404441188e-05,NCT03598426,Hypersensitivity Reactions,dexamethasone,Phase 3,40.0,B_serious_chronic,0.6,0,,2.920933404441188e-05,0
915,0,0.0009749725712847556,NCT03718273,Atrial Fibrillation; Heart Diseases,digoxin,Phase 3,50.0,B_serious_chronic,0.6,0,,0.0009749725712847556,0
916,0,0.014208716885809838,NCT05761418,uterine fibroids,dinoprostone,Phase 3,15.0,C_benign,0.5,0,,0.014208716885809838,0
917,0,3.348833923676291e-05,NCT03048422,HIV infection,dolutegravir,Phase 3,62.0,B_serious_chronic,0.6,0,,3.348833923676291e-05,0
918,0,3.850964214159537e-05,NCT03249181,HIV-1 infection,dolutegravir,Phase 3,62.0,B_serious_chronic,0.6,0,,3.850964214159537e-05,0
919,0,0.00019715804125333816,NCT03153150,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",edoxaban,Phase 3,88.0,A_tox_tolerated,0.65,0,,0.00019715804125333816,0
920,0,0.0017424491258800343,NCT03395639,Cardiac Disease,edoxaban,Phase 3,75.0,A_tox_tolerated,0.65,0,,0.0017424491258800343,0
921,0,0.0008802946471321682,NCT03515096,Thrombocytopenia,eltrombopag,Phase 3,45.0,B_serious_chronic,0.6,0,,0.0008802946471321682,0
923,0,0.00015931114866220704,NCT03429543,Diabetes,empagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0,,0.00015931114866220704,0
926,0,3.014526237861185e-05,NCT03434197,Osteoarthritis,esflurbiprofen,Phase 3,25.0,C_benign,0.5,0,,3.014526237861185e-05,0
927,0,5.8746464811278845e-05,NCT03569475,Major Depressive Disorder,fluoxetine,Phase 3,42.0,B_serious_chronic,0.6,0,,5.8746464811278845e-05,0
928,0,0.003698598425198002,NCT03591068,nasal polyps,fluticasone propionate,Phase 3,10.0,C_benign,0.5,0,,0.003698598425198002,0
929,0,0.0005012020317710357,NCT03439046,Breast Cancer,fulvestrant,Phase 3,75.0,A_tox_tolerated,0.65,0,,0.0005012020317710357,0
930,0,3.069465919816704e-05,NCT03296813,heart failure,furosemide,Phase 3,80.0,A_tox_tolerated,0.65,0,,3.069465919816704e-05,0
931,0,0.00042857649206780676,NCT03449134,chronic cough,gefapixant,Phase 3,12.0,C_benign,0.5,0,,0.00042857649206780676,0
932,0,0.00042857649206780676,NCT03696108,chronic cough,gefapixant,Phase 3,12.0,C_benign,0.5,0,,0.00042857649206780676,0
933,0,0.002469554041803635,NCT03126435,Metastatic Pancreas Cancer; Locally Advanced Pancreatic Cancer; Pancreatic Adenocarcinoma,gemcitabine,Phase 3,95.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.002469554041803635,1
934,0,0.0029172995207600695,NCT03377491,Pancreas Adenocarcinoma,gemcitabine,Phase 3,95.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.0029172995207600695,1
935,0,0.0001081137824287175,NCT03629925,NSCLC,gemcitabine,Phase 3,88.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.0001081137824287175,1
936,0,4.157649734892387e-05,NCT04613726,"Vomiting, Postoperative; Postoperative Complications; Hypotension",granisetron,Phase 3,35.0,C_benign,0.5,0,,4.157649734892387e-05,0
937,0,0.00029198232497271837,NCT03509350,Sepsis,hydrocortisone,Phase 3,82.0,A_tox_tolerated,0.65,0,,0.00029198232497271837,0
938,0,0.0013704685186880891,NCT03375515,Severe Cancer,hydromorphone,Phase 3,90.0,A_tox_tolerated,0.65,0,,0.0013704685186880891,0
