row_idx,y,p,NCT_ID,Disease,Drug_Clean,Phase,risk_tolerance,confidence_tier,tier_threshold,p_adj
1013,0,0.09050008016973703,NCT03486457,Psoriatic Arthritis,tofacitinib,Phase 3,55.0,B_serious_chronic,0.6,0.09050008016973703
1014,0,0.21328851515693295,NCT03502616,Ankylosing Spondylitis,tofacitinib,Phase 3,40.0,B_serious_chronic,0.6,0.21328851515693295
1015,0,0.5655477641042633,NCT03255226,Pediatric Congestive Heart Failure (CHF) Patients With Volume Overload,tolvaptan,Phase 3,80.0,A_tox_tolerated,0.65,0.5655477641042633
1016,0,0.48860253623908345,NCT03088813,Lung Cancer,topotecan,Phase 3,90.0,A_tox_tolerated,0.65,0.48860253623908345
1017,0,0.005496138447976473,NCT03296813,heart failure,torsemide,Phase 3,80.0,A_tox_tolerated,0.65,0.005496138447976473
1018,0,0.667744569395514,NCT03551626,Malignant Melanoma,trametinib,Phase 3,80.0,A_tox_tolerated,0.65,0.667744569395514
1019,0,0.2246779392786645,NCT02775773,Post Partum Haemorrhage,tranexamic acid,Phase 3,80.0,A_tox_tolerated,0.65,0.2246779392786645
1022,0,0.22571483679787088,NCT03505723,Perioperative Bleeding; Venous Thrombosis; Arterial Thrombosis,tranexamic acid,Phase 3,70.0,A_tox_tolerated,0.65,0.22571483679787088
1023,0,0.22506280690262495,NCT03565276,Post Partum Hemorrhage,tranexamic acid,Phase 3,80.0,A_tox_tolerated,0.65,0.22506280690262495
1024,0,0.22738618295113006,NCT03846973,Tranexamic Acid,tranexamic acid,Phase 3,30.0,C_benign,0.5,0.22738618295113006
1026,0,0.008305328683288904,NCT02955212,Rheumatoid Arthritis,upadacitinib,Phase 3,58.0,B_serious_chronic,0.6,0.008305328683288904
1027,0,0.2679882001110874,NCT03569293,atopic dermatitis,upadacitinib,Phase 3,20.0,C_benign,0.5,0.2679882001110874
1028,0,0.2675872780912104,NCT03607422,atopic dermatitis,upadacitinib,Phase 3,20.0,C_benign,0.5,0.2675872780912104
1029,0,0.008311489493377922,NCT03653026,ulcerative colitis,upadacitinib,Phase 3,50.0,B_serious_chronic,0.6,0.008311489493377922
1030,0,0.2675514643972698,NCT03661138,atopic dermatitis,upadacitinib,Phase 3,20.0,C_benign,0.5,0.2675514643972698
1032,0,0.1271114858657344,NCT03583372,overactive bladder,vibegron,Phase 3,15.0,C_benign,0.5,0.1271114858657344
1033,0,0.0018229443823885028,NCT03153150,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",warfarin,Phase 3,88.0,A_tox_tolerated,0.65,0.0018229443823885028
1034,0,0.10180203567020221,NCT03232398,Acute Myocardial Infarction; Left Ventricular Thrombosis; Anticoagulants and Bleeding Disorders,warfarin,Phase 3,80.0,A_tox_tolerated,0.65,0.10180203567020221
1035,0,0.21276349082300205,NCT03734016,Chronic Lymphocytic Leukemia,zanubrutinib,Phase 3,70.0,A_tox_tolerated,0.65,0.21276349082300205
1036,0,0.08616346729426257,NCT03465722,GIST,avapritinib,Phase 3,72.0,A_tox_tolerated,0.65,0.08616346729426257
1037,0,0.3806482607281577,NCT03675737,Stomach Neoplasms,capecitabine,Phase 3,85.0,A_tox_tolerated,0.65,0.3806482607281577
1039,0,0.11681529433358909,NCT03572933,CDKL5 deficiency disorder,ganaxolone,Phase 3,70.0,A_tox_tolerated,0.65,0.11681529433358909
1041,0,0.007957636135694246,NCT03553498,pain,hydromorphone,Phase 3,20.0,C_benign,0.5,0.007957636135694246
1042,0,0.2547110672972901,NCT03665779,Induction of Labor Affected Fetus / Newborn; Rupture of Membranes Prior to Onset of Labor,isosorbide mononitrate,Phase 3,50.0,B_serious_chronic,0.6,0.2547110672972901
1043,0,0.23034223976303037,NCT03713593,Advanced Hepatocellular Carcinoma,lenvatinib,Phase 3,90.0,A_tox_tolerated,0.65,0.23034223976303037
1044,0,0.7388424407306255,NCT03422328,Pulmonary Arterial Hypertension; Chronic Thromboembolic Pulmonary Hypertension,macitentan,Phase 3,80.0,A_tox_tolerated,0.65,0.7388424407306255
1045,0,0.33502684120222276,NCT03470545,hypertrophic cardiomyopathy,mavacamten,Phase 3,70.0,A_tox_tolerated,0.65,0.33502684120222276
1046,0,0.4821060782140048,NCT03219437,Psoriasis,methotrexate,Phase 3,45.0,B_serious_chronic,0.6,0.4821060782140048
1047,0,0.007013444995688745,NCT04613726,"Vomiting, Postoperative; Postoperative Complications; Hypotension",ondansetron,Phase 3,35.0,C_benign,0.5,0.007013444995688745
1048,0,0.07726710696357304,NCT03691090,Advanced Esophageal Cancer,paclitaxel,Phase 3,90.0,A_tox_tolerated,0.65,0.07726710696357304
1049,0,0.7103860720621553,NCT03515837,Lung Cancer,pemetrexed,Phase 3,90.0,A_tox_tolerated,0.65,0.7103860720621553
1050,0,0.3149468178635157,NCT03149809,Urinary Symptoms in Parkinson Disease,solifenacin,Phase 3,40.0,B_serious_chronic,0.6,0.3149468178635157
1051,0,0.014453382673668224,NCT03334682,acne vulgaris,spironolactone,Phase 3,8.0,C_benign,0.5,0.014453382673668224
1052,0,0.1271141440138534,NCT03492281,overactive bladder,vibegron,Phase 3,15.0,C_benign,0.5,0.1271141440138534
1053,0,0.17935595380365893,NCT03009981,Relapsed Prostate Cancer,abiraterone acetate,Phase 3,85.0,A_tox_tolerated,0.65,0.17935595380365893
1054,0,0.2965980757498333,NCT03014167,filariasis,albendazole,Phase 3,35.0,C_benign,0.5,0.2965980757498333
1055,0,0.007241733014550555,NCT03137303,COPD,albuterol,Phase 3,60.0,B_serious_chronic,0.6,0.007241733014550555
1056,0,0.002965838202644777,NCT03185065,Multiple Sclerosis,amantadine,Phase 3,60.0,B_serious_chronic,0.6,0.002965838202644777
1057,0,0.3418509945769997,NCT02924285,Therapy of Premature Ventricular Contractions in Patients With Structural Heart Disease,amiodarone,Phase 3,60.0,B_serious_chronic,0.6,0.3418509945769997
1058,0,0.18465748986995867,NCT03009981,Relapsed Prostate Cancer,apalutamide,Phase 3,85.0,A_tox_tolerated,0.65,0.18465748986995867
1059,0,0.4257475868476601,NCT02933697,Atrial Fibrillation; End-stage Kidney Disease,apixaban,Phase 3,70.0,A_tox_tolerated,0.65,0.4257475868476601
1060,0,0.29149829936439603,NCT03045406,With Cancer,apixaban,Phase 3,85.0,A_tox_tolerated,0.65,0.29149829936439603
1061,0,0.44315422658000914,NCT03080883,Secondary Cancer,apixaban,Phase 3,82.0,A_tox_tolerated,0.65,0.44315422658000914
1062,0,0.2523828567567873,NCT03123471,psoriasis,apremilast,Phase 3,25.0,C_benign,0.5,0.2523828567567873
1063,0,0.008838496695000808,NCT03106779,Chronic Myelogenous Leukemia,asciminib,Phase 3,70.0,A_tox_tolerated,0.65,0.008838496695000808
1064,0,0.20968458454013694,NCT03179631,"Muscular Dystrophy, Duchenne; Muscular Dystrophies; Muscular Disorders, Atrophic; Muscular Diseases; Musculoskeletal Disease; Neuromuscular Diseases; Nervous System Diseases; Genetic Diseases, X-Linked; Genetic Diseases, Inborn",ataluren,Phase 3,80.0,A_tox_tolerated,0.65,0.20968458454013694
1066,0,0.5063404476764892,NCT03268954,Participants With Higher-Risk Myelodysplastic Syndrome,azacitidine,Phase 3,85.0,A_tox_tolerated,0.65,0.5063404476764892
1067,0,0.004308128479922835,NCT03334396,Atopic Dermatitis,baricitinib,Phase 3,20.0,C_benign,0.5,0.004308128479922835
1068,0,0.004308128479922835,NCT03334422,Atopic Dermatitis,baricitinib,Phase 3,20.0,C_benign,0.5,0.004308128479922835
1069,0,0.18922047672263181,NCT03337308,Hyperlipidemias,bempedoic acid,Phase 3,38.0,C_benign,0.5,0.18922047672263181
1070,0,0.17466892335970172,NCT03100318,hyperuricemia,benzbromarone,Phase 3,25.0,C_benign,0.5,0.17466892335970172
1073,0,0.0041505348665426215,NCT03287869,bipolar I disorder,brexpiprazole,Phase 3,52.0,B_serious_chronic,0.6,0.0041505348665426215
1074,0,0.004376668224040125,NCT03083665,epilepsy,brivaracetam,Phase 3,58.0,B_serious_chronic,0.6,0.004376668224040125
1075,0,0.0042822237211612045,NCT03250377,epilepsy,brivaracetam,Phase 3,58.0,B_serious_chronic,0.6,0.0042822237211612045
1077,0,0.00687133521432981,NCT03027661,Pain,bupivacaine,Phase 3,15.0,C_benign,0.5,0.00687133521432981
1078,0,0.49814659241880654,NCT02526212,opioid use disorder,buprenorphine,Phase 3,45.0,B_serious_chronic,0.6,0.49814659241880654
1079,0,0.5010017125290368,NCT03232346,opioid use disorder,buprenorphine,Phase 3,45.0,B_serious_chronic,0.6,0.5010017125290368
1080,0,0.017389779433877116,NCT03006705,Gastric Cancer,capecitabine,Phase 3,85.0,A_tox_tolerated,0.65,0.017389779433877116
1081,0,0.9996016427726241,NCT03084939,Metastatic Breast Cancer,capecitabine,Phase 3,88.0,A_tox_tolerated,0.65,0.9996016427726241
1082,0,0.0700338560487378,NCT03032380,Healthcare-associated Pneumonia (HCAP); Hospital Acquired Pneumonia (HAP); Ventilator Associated Pneumonia (VAP),cefiderocol,Phase 3,80.0,A_tox_tolerated,0.65,0.0700338560487378
1083,0,0.3646214385904923,NCT03269994,pancreatic cancer,cefoxitin,Phase 3,95.0,A_tox_tolerated,0.65,0.3646214385904923
1084,0,0.16124249316052608,NCT03294395,gonorrhea,ceftriaxone,Phase 3,22.0,C_benign,0.5,0.16124249316052608
1085,0,0.004854261163418782,NCT03396588,neonatal abstinence syndrome,clonidine,Phase 3,40.0,B_serious_chronic,0.6,0.004854261163418782
1086,0,0.35982716688270394,NCT02814916,Methicillin-Resistant Staphylococcus Aureus; Bacterial Infections; Staphylococcal Skin Infections,dalbavancin,Phase 3,65.0,B_serious_chronic,0.6,0.35982716688270394
1087,0,0.15322960531005334,NCT02984644,Type II; Diabetes,dapagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0.15322960531005334
1088,0,0.16131460866672356,NCT03036124,Chronic Heart Failure With Reduced Ejection Fraction (HFrEF),dapagliflozin,Phase 3,80.0,A_tox_tolerated,0.65,0.16131460866672356
1089,0,0.003455365363285523,NCT03036150,Chronic Kidney Disease,dapagliflozin,Phase 3,60.0,B_serious_chronic,0.6,0.003455365363285523
1090,0,0.007176165114335875,NCT03199053,Type 2 Diabetes Mellitus,dapagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0.007176165114335875
1091,0,0.003415468904519625,NCT03029208,anemia,daprodustat,Phase 3,40.0,B_serious_chronic,0.6,0.003415468904519625
1092,0,0.19465569711054237,NCT03011905,"Brachial Plexus Block; Pain, Postoperative",dexamethasone,Phase 3,10.0,C_benign,0.5,0.19465569711054237
1093,0,0.001983360543066537,NCT03029234,Multiple Myeloma,dexamethasone,Phase 3,82.0,A_tox_tolerated,0.65,0.001983360543066537
1095,0,0.001971022562875824,NCT03158688,Multiple Myeloma,dexamethasone,Phase 3,82.0,A_tox_tolerated,0.65,0.001971022562875824
1097,0,0.001971024899441165,NCT03234972,Multiple Myeloma,dexamethasone,Phase 3,82.0,A_tox_tolerated,0.65,0.001971024899441165
1098,0,0.399834090073394,NCT03001661,Induction of Labor Affected Fetus / Newborn,dinoprostone,Phase 3,45.0,B_serious_chronic,0.6,0.399834090073394
1099,0,0.24653214925802533,NCT03067597,cervical ripening,dinoprostone,Phase 3,8.0,C_benign,0.5,0.24653214925802533
1100,0,0.2461289078287646,NCT03067727,cervical ripening,dinoprostone,Phase 3,8.0,C_benign,0.5,0.2461289078287646
1101,0,0.008248478346300936,NCT02976259,HIV infection,dolutegravir,Phase 3,62.0,B_serious_chronic,0.6,0.008248478346300936
1103,0,0.008971535587801527,NCT03122262,HIV-1 infection,dolutegravir,Phase 3,62.0,B_serious_chronic,0.6,0.008971535587801527
1104,0,0.07204742900457198,NCT03176693,pheochromocytoma and paraganglioma,doxazosin,Phase 3,70.0,A_tox_tolerated,0.65,0.07204742900457198
1105,0,0.4504809839994186,NCT02798471,Venous Thromboembolism (VTE); Pulmonary Embolism; Deep Vein Thrombosis (DVT),edoxaban,Phase 3,76.0,A_tox_tolerated,0.65,0.4504809839994186
1106,0,0.774920821709195,NCT02866175,Atrial Fibrillation,edoxaban,Phase 3,45.0,B_serious_chronic,0.6,0.774920821709195
1107,0,0.7746351854437946,NCT02942576,Atrial Fibrillation,edoxaban,Phase 3,45.0,B_serious_chronic,0.6,0.7746351854437946
1108,0,0.4495175366572807,NCT03244319,MV(Mitral Valve) Repair,edoxaban,Phase 3,60.0,B_serious_chronic,0.6,0.4495175366572807
1109,0,0.00326784666247566,NCT03057951,Heart Failure,empagliflozin,Phase 3,80.0,A_tox_tolerated,0.65,0.00326784666247566
1110,0,0.003242726638171245,NCT03057977,Heart Failure,empagliflozin,Phase 3,80.0,A_tox_tolerated,0.65,0.003242726638171245
1112,0,0.003720594202326133,NCT03066804,Heart Failure With Preserved Ejection Fraction,enalapril,Phase 3,75.0,A_tox_tolerated,0.65,0.003720594202326133
1114,0,0.14521331706782242,NCT03016312,Prostrate Cancer,enzalutamide,Phase 3,72.0,A_tox_tolerated,0.65,0.14521331706782242
1115,0,0.0972737901745083,NCT03032510,complicated urinary tract infection,eravacycline,Phase 3,52.0,B_serious_chronic,0.6,0.0972737901745083
1116,0,0.7928118816323767,NCT03264547,Breast Cancer,eribulin,Phase 3,75.0,A_tox_tolerated,0.65,0.7928118816323767
1117,0,0.00926216479459636,NCT03039192,Major Depressive Disorder,esketamine,Phase 3,42.0,B_serious_chronic,0.6,0.00926216479459636
1118,0,0.009251554453342536,NCT03097133,Major Depressive Disorder,esketamine,Phase 3,42.0,B_serious_chronic,0.6,0.009251554453342536
1119,0,0.45763415402290236,NCT03066778,Participants With Extensive Stage Small Cell Lung Cancer,etoposide,Phase 3,92.0,A_tox_tolerated,0.65,0.45763415402290236
1120,0,0.12848322436515286,NCT03337308,Hyperlipidemias,ezetimibe,Phase 3,38.0,C_benign,0.5,0.12848322436515286
1121,0,0.0037140472560219574,NCT04414800,"Multiple Trauma; Pain, Acute",fentanyl,Phase 3,70.0,A_tox_tolerated,0.65,0.0037140472560219574
1122,0,0.011517311155505717,NCT03025308,Rheumatoid Arthritis,filgotinib,Phase 3,58.0,B_serious_chronic,0.6,0.011517311155505717
1123,0,0.0038789099639177536,NCT03143153,Esophageal Cancer,fluorouracil,Phase 3,88.0,A_tox_tolerated,0.65,0.0038789099639177536
1124,0,0.2201953391901413,NCT04628325,congestive heart failure,furosemide,Phase 3,80.0,A_tox_tolerated,0.65,0.2201953391901413
1126,0,0.7620531133571917,NCT03128515,Sickle Cell Anemia; Sickle Cell Disease; Malaria,hydroxyurea,Phase 3,68.0,B_serious_chronic,0.6,0.7620531133571917
1127,0,0.4805770519006449,NCT03053440,Waldenström's Macroglobulinemia,ibrutinib,Phase 3,72.0,A_tox_tolerated,0.65,0.4805770519006449
1128,0,0.9999978419782215,NCT03112174,Cell Lymphoma,ibrutinib,Phase 3,85.0,A_tox_tolerated,0.65,0.9999978419782215
1129,0,0.003084629338418865,NCT02863575,Pain,ibuprofen,Phase 3,15.0,C_benign,0.5,0.003084629338418865
1130,0,0.13095756672794853,NCT04037514,Patent Ductus Arteriosus After Premature Birth,ibuprofen,Phase 3,60.0,B_serious_chronic,0.6,0.13095756672794853
1131,0,0.3675665462179588,NCT03068312,cystic fibrosis,ivacaftor,Phase 3,68.0,B_serious_chronic,0.6,0.3675665462179588
1132,0,0.36741798975786394,NCT03150719,cystic fibrosis,ivacaftor,Phase 3,68.0,B_serious_chronic,0.6,0.36741798975786394
1134,0,0.10798442429231854,NCT02920528,Treatment of Acute Pain,ketamine,Phase 3,12.0,C_benign,0.5,0.10798442429231854
1135,0,0.029211280633516478,NCT03104140,Septic Shock,ketamine,Phase 3,85.0,A_tox_tolerated,0.65,0.029211280633516478
1136,0,0.0038800411036736373,NCT04414800,"Multiple Trauma; Pain, Acute",ketamine,Phase 3,70.0,A_tox_tolerated,0.65,0.0038800411036736373
1137,0,0.019016862949274117,NCT03320486,tinea pedis,ketoconazole,Phase 3,5.0,C_benign,0.5,0.019016862949274117
1138,0,0.15491530951805355,NCT03050307,Gastric Ulcer,lansoprazole,Phase 3,30.0,C_benign,0.5,0.15491530951805355
1139,0,0.6647954578597524,NCT03050359,Duodenal Ulcer,lansoprazole,Phase 3,30.0,C_benign,0.5,0.6647954578597524
1140,0,0.23225541685689083,NCT02966093,Thyroid Cancer,lenvatinib,Phase 3,60.0,B_serious_chronic,0.6,0.23225541685689083
1141,0,0.22155997879567293,NCT02818738,Maintaining Remission After the First Flare of Steroid Sensitive Nephrotic Syndrome,levamisole hydrochloride,Phase 3,45.0,B_serious_chronic,0.6,0.22155997879567293
1142,0,0.36539407578058425,NCT03340064,Partial Seizures,levetiracetam,Phase 3,55.0,B_serious_chronic,0.6,0.36539407578058425
1143,0,0.04484333744294995,NCT03277690,Cushing syndrome,levoketoconazole,Phase 3,55.0,B_serious_chronic,0.6,0.04484333744294995
1144,0,0.021924023890333745,NCT02720198,Major Depressive Disorder,levomilnacipran,Phase 3,42.0,B_serious_chronic,0.6,0.021924023890333745
1146,0,0.0036590275954813344,NCT03086486,tuberculosis,linezolid,Phase 3,72.0,A_tox_tolerated,0.65,0.0036590275954813344
1147,0,0.11959979535008629,NCT03097861,chronic idiopathic constipation,lubiprostone,Phase 3,12.0,C_benign,0.5,0.11959979535008629
1148,0,0.44863193266208884,NCT03249376,Depression,lumateperone,Phase 3,40.0,B_serious_chronic,0.6,0.44863193266208884
1149,0,0.8024448816667012,NCT02932410,Pulmonary Arterial Hypertension,macitentan,Phase 3,80.0,A_tox_tolerated,0.65,0.8024448816667012
1150,0,0.2589581861790785,NCT02927067,Cytomegalovirus (CMV),maribavir,Phase 3,50.0,B_serious_chronic,0.6,0.2589581861790785
1151,0,0.47224889241852785,NCT03066830,Type 2 Diabetes Mellitus,metformin,Phase 3,40.0,B_serious_chronic,0.6,0.47224889241852785
1152,0,0.12274486006799738,NCT03130426,Type 2 Diabetes,metformin,Phase 3,40.0,B_serious_chronic,0.6,0.12274486006799738
1153,0,0.11905664376648566,NCT03214380,Type 2 Diabetes,metformin,Phase 3,40.0,B_serious_chronic,0.6,0.11905664376648566
1154,0,0.1200644487089757,NCT03268005,Type 2 Diabetes,metformin,Phase 3,40.0,B_serious_chronic,0.6,0.1200644487089757
1155,0,0.6318173767651101,NCT03309007,diabetes,metformin,Phase 3,42.0,B_serious_chronic,0.6,0.6318173767651101
1156,0,0.6311093452689392,NCT02980276,Reduction of Gestational Diabetes,metformin,Phase 3,40.0,B_serious_chronic,0.6,0.6311093452689392
1157,0,0.013390547915138006,NCT03215056,Pain,methoxyflurane,Phase 3,15.0,C_benign,0.5,0.013390547915138006
1158,0,0.5986395769707683,NCT03256903,Trauma Pain,methoxyflurane,Phase 3,18.0,C_benign,0.5,0.5986395769707683
1159,0,0.2085216096435803,NCT02700685,attention deficit hyperactivity disorder,methylphenidate,Phase 3,22.0,C_benign,0.5,0.2085216096435803
1160,0,0.0015626581171247268,NCT03185065,Multiple Sclerosis,methylphenidate,Phase 3,60.0,B_serious_chronic,0.6,0.0015626581171247268
1162,0,0.14465873954513356,NCT03220958,Post-Traumatic Headache,metoclopramide,Phase 3,15.0,C_benign,0.5,0.14465873954513356
1163,0,0.012605423587811937,NCT03069677,Anxiety,midazolam,Phase 3,20.0,C_benign,0.5,0.012605423587811937
1165,0,0.3889595806365556,NCT03148574,postpartum hemorrhage,misoprostol,Phase 3,85.0,A_tox_tolerated,0.65,0.3889595806365556
1166,0,0.00365306010923796,NCT03185065,Multiple Sclerosis,modafinil,Phase 3,60.0,B_serious_chronic,0.6,0.00365306010923796
1167,0,0.09361172018072998,NCT03085797,chronic rhinosinusitis with nasal polyps,mometasone furoate,Phase 3,18.0,C_benign,0.5,0.09361172018072998
1168,0,0.3896855476029024,NCT02990286,"Lung Disease, Interstitial",mycophenolate mofetil,Phase 3,75.0,A_tox_tolerated,0.65,0.3896855476029024
1169,0,0.017973385185341174,NCT03156452,Immune Thrombocytopenia,mycophenolate mofetil,Phase 3,50.0,B_serious_chronic,0.6,0.017973385185341174
1170,0,0.13951839988381604,NCT03248037,Fuchs' endothelial dystrophy,netarsudil,Phase 3,20.0,C_benign,0.5,0.13951839988381604
1171,0,0.0042830037365720885,NCT03091699,smoking cessation,nicotine,Phase 3,30.0,C_benign,0.5,0.0042830037365720885
1172,0,0.217118306057659,NCT02999178,"Lung Diseases, Interstitial",nintedanib,Phase 3,75.0,A_tox_tolerated,0.65,0.217118306057659
1173,0,0.2271874237543948,NCT03313180,"Lung Diseases, Interstitial",nintedanib,Phase 3,75.0,A_tox_tolerated,0.65,0.2271874237543948
1174,0,0.2774161447508275,NCT03187769,Schizophrenia; Schizophreniform Disorders; Bipolar I Disorder,olanzapine,Phase 3,62.0,B_serious_chronic,0.6,0.2774161447508275
1175,0,0.1336017386656574,NCT03219710,Chemotherapy-induced Nausea and Vomiting,olanzapine,Phase 3,20.0,C_benign,0.5,0.1336017386656574
1176,0,0.4533318239771047,NCT03205228,Globus,omeprazole,Phase 3,8.0,C_benign,0.5,0.4533318239771047
1177,0,0.1440821643474508,NCT03352323,rosacea,oxymetazoline,Phase 3,5.0,C_benign,0.5,0.1440821643474508
1178,0,0.07723418087556588,NCT02898077,Gastroesophageal Cancer,paclitaxel,Phase 3,85.0,A_tox_tolerated,0.65,0.07723418087556588
1179,0,0.7750643210679359,NCT03036488,Breast Cancer,paclitaxel,Phase 3,75.0,A_tox_tolerated,0.65,0.7750643210679359
1180,0,0.07696855263699984,NCT03038100,Primary Peritoneal Cancer,paclitaxel,Phase 3,90.0,A_tox_tolerated,0.65,0.07696855263699984
1181,0,0.05614902086499636,NCT03064126,"Peripheral Artery Disease; Atherosclerosis; Artery Diseases, Peripheral; Plaque, Atherosclerotic; Occlusive Arterial Disease",paclitaxel,Phase 3,50.0,B_serious_chronic,0.6,0.05614902086499636
1182,0,0.8613088678206722,NCT03117049,Lung Cancer,paclitaxel,Phase 3,90.0,A_tox_tolerated,0.65,0.8613088678206722
1183,0,0.7826766155795866,NCT03125902,Breast Cancer,paclitaxel,Phase 3,75.0,A_tox_tolerated,0.65,0.7826766155795866
1184,0,0.8656701840885143,NCT03169335,Lung Cancer,paclitaxel,Phase 3,90.0,A_tox_tolerated,0.65,0.8656701840885143
1185,0,0.8587714142146575,NCT03329911,Lung Cancer,paclitaxel,Phase 3,90.0,A_tox_tolerated,0.65,0.8587714142146575
1186,0,0.8843884233613117,NCT03875092,Lung Cancer,paclitaxel,Phase 3,90.0,A_tox_tolerated,0.65,0.8843884233613117
1187,0,0.07719083389117964,NCT06781073,Cervical Carcinoma,paclitaxel,Phase 3,85.0,A_tox_tolerated,0.65,0.07719083389117964
1188,0,0.1921562085355763,NCT03312634,fibrodysplasia ossificans progressiva,palovarotene,Phase 3,75.0,A_tox_tolerated,0.65,0.1921562085355763
1189,0,0.386632553289046,NCT02929563,Gastrointestinal Hemorrhage,pantoprazole,Phase 3,68.0,B_serious_chronic,0.6,0.386632553289046
1190,0,0.7101187784321564,NCT02864251,Lung Cancer,pemetrexed,Phase 3,90.0,A_tox_tolerated,0.65,0.7101187784321564
1191,0,0.004188780993777596,NCT03134872,NSCLC,pemetrexed,Phase 3,88.0,A_tox_tolerated,0.65,0.004188780993777596
1193,0,0.009869418368701921,NCT03374956,Obesity,phentermine,Phase 3,35.0,C_benign,0.5,0.009869418368701921
1194,0,0.11347091624059527,NCT03208933,Idiopathic Pulmonary Fibrosis,pirfenidone,Phase 3,88.0,A_tox_tolerated,0.65,0.11347091624059527
1195,0,0.0036226565676816813,NCT03232073,Multiple Sclerosis,ponesimod,Phase 3,60.0,B_serious_chronic,0.6,0.0036226565676816813
1196,0,0.20447119994776886,NCT02961257,Prostate Cancer Metastatic,prednisone,Phase 3,88.0,A_tox_tolerated,0.65,0.20447119994776886
1198,0,0.006310570647713143,NCT03086486,tuberculosis,pretomanid,Phase 3,72.0,A_tox_tolerated,0.65,0.006310570647713143
1199,0,0.006853778376218677,NCT03022240,Cognitive Change; Behavior,propofol,Phase 3,30.0,C_benign,0.5,0.006853778376218677
1200,0,0.006751530849446774,NCT03425474,sedation,propofol,Phase 3,15.0,C_benign,0.5,0.006751530849446774
1202,0,0.005819427709626424,NCT02720198,Major Depressive Disorder,quetiapine,Phase 3,42.0,B_serious_chronic,0.6,0.005819427709626424
1203,0,0.011802804597723714,NCT03029689,HIV infection,raltegravir,Phase 3,62.0,B_serious_chronic,0.6,0.011802804597723714
1204,0,0.00312776915656523,NCT03065309,hypotension,remifentanil,Phase 3,40.0,B_serious_chronic,0.6,0.00312776915656523
1205,0,0.4491726699069806,NCT03669484,General Anaesthesia,remimazolam,Phase 3,10.0,C_benign,0.5,0.4491726699069806
1206,0,0.01046361546621708,NCT03235479,migraine,rimegepant,Phase 3,20.0,C_benign,0.5,0.01046361546621708
1207,0,0.01046361546621708,NCT03237845,migraine,rimegepant,Phase 3,20.0,C_benign,0.5,0.01046361546621708
1208,0,0.3030059718365676,NCT03055026,Extended Antithrombotic Prophylaxis After Laparoscopic Surgery for Colorectal Cancer,rivaroxaban,Phase 3,65.0,B_serious_chronic,0.6,0.3030059718365676
1209,0,0.3019918379629397,NCT03181386,Atrial Fibrillation; Periodontal Disease; Hemorrhage,rivaroxaban,Phase 3,45.0,B_serious_chronic,0.6,0.3019918379629397
1210,0,0.30254792344098297,NCT04569279,Cerebral Vein Thrombosis,rivaroxaban,Phase 3,80.0,A_tox_tolerated,0.65,0.30254792344098297
1211,0,0.0065667893593644115,NCT02959476,Pain,ropivacaine,Phase 3,15.0,C_benign,0.5,0.0065667893593644115
1212,0,0.008817391519143758,NCT02855944,Primary Peritoneal Cancer,rucaparib,Phase 3,90.0,A_tox_tolerated,0.65,0.008817391519143758
1213,0,0.9089392867842939,NCT02975934,Prostate Cancer,rucaparib,Phase 3,72.0,A_tox_tolerated,0.65,0.9089392867842939
1214,0,0.17083316351075206,NCT03112603,Graft-versus-host Disease (GVHD),ruxolitinib,Phase 3,78.0,A_tox_tolerated,0.65,0.17083316351075206
1215,0,0.00915735853215487,NCT03110562,Multiple Myeloma,selinexor,Phase 3,82.0,A_tox_tolerated,0.65,0.00915735853215487
1216,0,0.0075216196889701156,NCT03022240,Cognitive Change; Behavior,sevoflurane,Phase 3,30.0,C_benign,0.5,0.0075216196889701156
1217,0,0.7202671416827717,NCT02713945,Noonan Syndrome,simvastatin,Phase 3,55.0,B_serious_chronic,0.6,0.7202671416827717
1218,0,0.2508812987635075,NCT03061214,Type 2 Diabetes,sitagliptin,Phase 3,40.0,B_serious_chronic,0.6,0.2508812987635075
1219,0,0.23678996919552472,NCT03076112,Type 2 Diabetes,sitagliptin,Phase 3,40.0,B_serious_chronic,0.6,0.23678996919552472
1220,0,0.24428095808110628,NCT03115112,Type 2 Diabetes,sitagliptin,Phase 3,40.0,B_serious_chronic,0.6,0.24428095808110628
1221,0,0.013930200572851015,NCT03995485,hepatitis C virus infection,sofosbuvir,Phase 3,60.0,B_serious_chronic,0.6,0.013930200572851015
1222,0,0.07556559652227221,NCT03242018,Type 2 Diabetes,sotagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0.07556559652227221
1223,0,0.07597479291947304,NCT03242252,Type 2 Diabetes,sotagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0.07597479291947304
1224,0,0.09271936154640892,NCT03285594,Type 2 Diabetes Mellitus,sotagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0.09271936154640892
