row_idx,y,p,NCT_ID,Disease,Drug_Clean,Phase,endpoint_physiology_score,disease_is_oncology,is_combination,is_surrogate_pass,is_onc_cytotoxic_mono,efficacy_surgical_pass,surgical_reason,is_offmech,effect_size_uncertainty,confidence_tier,p_cap,p_adj,floor_applied,cap_applied
648,1,0.9826033104115581,NCT04486313,COVID-19,nitazoxanide,Phase 3,0,0,0,0,0,0,,0,35,reliable,0.9826033104115581,0.9826033104115581,0,0
650,0,0.26718873984123104,NCT04501861,Intraoperative hypotension,norepinephrine,Phase 3,0,0,1,0,0,0,,0,18,reliable,0.26718873984123104,0.26718873984123104,0,0
651,1,0.86261663976801,NCT04456699,Metastatic Colorectal Cancer,olaparib,Phase 3,0,1,1,0,0,0,,0,15,reliable,0.86261663976801,0.86261663976801,0,0
653,0,0.6964773204343386,NCT04540211,Metastatic Esophageal Carcinoma,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
654,0,0.43536036255641475,NCT05318443,Lung Cancer,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,22,reliable,0.15,0.15,0,1
655,1,0.31622782776530733,NCT04531982,schizophrenia,pimavanserin,Phase 3,0,0,0,0,0,0,,0,70,low_confidence,0.31622782776530733,0.31622782776530733,0,0
658,0,0.45166352042248015,NCT04414761,IVF; GnRH Antagonist; PPOS,progesterone,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.45166352042248015,0.45166352042248015,0,0
659,0,0.030231557135378256,NCT04400201,sedation,propofol,Phase 3,0,0,0,0,0,0,,0,34,reliable,0.030231557135378256,0.030231557135378256,0,0
662,0,0.0009287010103353145,NCT05696509,valvular heart disease,propofol,Phase 3,0,0,1,0,0,0,,0,22,reliable,0.0009287010103353145,0.0009287010103353145,0,0
673,0,0.021164542519316355,NCT04574362,migraine,rimegepant,Phase 3,0,0,0,0,0,0,,0,78,low_confidence,0.021164542519316355,0.021164542519316355,0,0
674,1,0.7246394012673923,NCT04324463,Coronavirus; Severe Acute Respiratory Syndrome,rivaroxaban,Phase 3,0,0,1,0,0,0,,0,18,reliable,0.7246394012673923,0.7246394012673923,0,0
676,0,0.006526135185881453,NCT04910165,Pain,ropivacaine,Phase 3,0,0,0,0,0,0,,0,88,low_confidence,0.006526135185881453,0.006526135185881453,0,0
677,0,0.001847546662497581,NCT04410198,anemia,roxadustat,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.001847546662497581,0.001847546662497581,0,0
678,0,0.001847546662497581,NCT04484857,anemia,roxadustat,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.001847546662497581,0.001847546662497581,0,0
679,0,0.40514499989662267,NCT04227522,Ovarian Cancer,rucaparib,Phase 3,0,1,0,0,0,0,,0,22,reliable,0.40514499989662267,0.40514499989662267,0,0
680,1,0.6684253081533255,NCT04362137,Cytokine Storm (Covid-19); cytokine release syndrome,ruxolitinib,Phase 3,0,0,0,0,0,0,,0,18,reliable,0.6684253081533255,0.6684253081533255,0,0
681,0,0.37630901270898004,NCT04472598,Myelofibrosis (MF),ruxolitinib,Phase 3,0,0,0,0,0,0,,0,18,reliable,0.37630901270898004,0.37630901270898004,0,0
682,0,0.0024659156525232264,NCT04534725,in Cancer,selinexor,Phase 3,0,1,0,0,0,0,,0,15,reliable,0.0024659156525232264,0.0024659156525232264,0,0
684,0,0.013307076865626988,NCT03841812,pain,sevoflurane,Phase 3,0,0,0,0,0,0,,0,88,low_confidence,0.013307076865626988,0.013307076865626988,0,0
685,1,0.3031660386489876,NCT04355962,COVID-19; ards,sevoflurane,Phase 3,0,0,0,0,0,0,,0,18,reliable,0.3031660386489876,0.3031660386489876,0,0
686,0,0.0010698650736214227,NCT05696509,valvular heart disease,sevoflurane,Phase 3,0,0,1,0,0,0,,0,22,reliable,0.0010698650736214227,0.0010698650736214227,0,0
687,1,0.0029168038047592713,NCT04571944,Delirium,suvorexant,Phase 3,0,0,0,0,0,0,,0,18,reliable,0.0029168038047592713,0.0029168038047592713,0,0
688,0,0.13416208143089509,NCT04158076,Hypercholesterolemia; Hypertension,telmisartan,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,18,reliable,0.13416208143089509,0.13416208143089509,0,1
689,0,0.039347763010863644,NCT04410978,Multiple Sclerosis,teriflunomide,Phase 3,0,0,0,0,0,0,,0,50,low_confidence,0.039347763010863644,0.039347763010863644,0,0
690,0,0.613004440983528,NCT04427618,Postpartum Hemorrhage; Tranexamic Acid,tranexamic acid,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,22,reliable,0.15,0.15,0,1
691,0,0.013176807701072093,NCT04195698,atopic dermatitis,upadacitinib,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.013176807701072093,0.013176807701072093,0,0
692,0,0.002247695894173143,NCT04313153,anemia,vadadustat,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.002247695894173143,0.002247695894173143,0,0
694,0,0.0012181372068696271,NCT04015414,smoking cessation,varenicline,Phase 3,0,0,0,0,0,0,,0,59,low_confidence,0.0012181372068696271,0.0012181372068696271,0,0
695,0,0.09350313630185617,NCT04590404,tobacco use disorder,varenicline,Phase 3,0,0,0,0,0,0,,0,59,low_confidence,0.09350313630185617,0.09350313630185617,0,0
696,0,0.00787774342954046,NCT04285567,Chronic Lymphocytic Leukemia,venetoclax,Phase 3,0,1,1,0,0,0,,0,24,reliable,0.00787774342954046,0.00787774342954046,0,0
697,0,0.6191095606075667,NCT04509622,Acute Myeloid Leukemia,venetoclax,Phase 3,0,1,1,0,0,0,,0,24,reliable,0.6191095606075667,0.6191095606075667,0,0
698,0,0.22037698980854112,NCT05705089,Left Ventricular Thrombus; ST Segment Elevation Myocardial Infarction,warfarin,Phase 3,1,0,0,0,0,0,,0,22,reliable,0.22037698980854112,0.22037698980854112,0,0
699,0,0.003023577214653113,NCT04388319,Smoking Cessation,zonisamide,Phase 3,0,0,1,0,0,0,,0,59,low_confidence,0.003023577214653113,0.003023577214653113,0,0
700,0,0.5245382401746393,NCT04123405,rhinosinusitis,acetylcysteine,Phase 3,0,0,0,0,0,0,,0,42,reliable,0.5245382401746393,0.5245382401746393,0,0
701,0,0.03250673289490507,NCT04271917,Pain,cannabidiol,Phase 3,0,0,0,0,0,0,,0,88,low_confidence,0.03250673289490507,0.03250673289490507,0,0
702,0,0.33695527987568574,NCT04175834,Multiple Sclerosis; Infusion Reaction,diphenhydramine,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.33695527987568574,0.33695527987568574,0,0
705,1,0.9594971208032168,NCT05007678,COVID-19,leflunomide,Phase 3,0,0,0,0,0,0,,0,35,reliable,0.9594971208032168,0.9594971208032168,0,0
706,0,0.016057691443437338,NCT04218734,Type 2 Diabetes Mellitus,metformin,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.016057691443437338,0.016057691443437338,0,1
707,0,0.4772306563086451,NCT04536194,congenital heart disease,norepinephrine,Phase 3,0,0,1,0,0,0,,0,32,reliable,0.4772306563086451,0.4772306563086451,0,0
708,0,0.6146324411753573,NCT04598451,Pemphigus Vulgaris; Pemphigus Foliaceus,prednisone,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.6146324411753573,0.6146324411753573,0,0
709,0,0.4552817521927849,NCT04537078,"Infertility, Female",progesterone,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.4552817521927849,0.4552817521927849,0,0
710,0,0.5526331973683268,NCT04530344,Vitiligo,ruxolitinib,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.5526331973683268,0.5526331973683268,0,0
711,0,0.020647144313422162,NCT04394975,Cell Cancer,sunitinib,Phase 3,0,1,0,0,0,0,,0,15,reliable,0.020647144313422162,0.020647144313422162,0,0
712,0,0.004492960611461866,NCT04008706,Chronic Lymphocytic Leukemia,acalabrutinib,Phase 3,0,1,0,0,0,0,,0,24,reliable,0.004492960611461866,0.004492960611461866,0,0
713,0,0.4066046718424829,NCT03596866,Lung Cancer,alectinib,Phase 3,0,1,0,0,0,0,,0,22,reliable,0.4066046718424829,0.4066046718424829,0,0
714,0,0.010401058516506733,NCT05782192,Type 2 Diabetes,alogliptin,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.010401058516506733,0.010401058516506733,0,1
716,0,0.2670537955490405,NCT03721172,psoriasis,apremilast,Phase 3,0,0,0,0,0,0,,0,45,low_confidence,0.2670537955490405,0.2670537955490405,0,0
717,0,0.33532496220106156,NCT03777436,psoriasis,apremilast,Phase 3,0,0,0,0,0,0,,0,45,low_confidence,0.33532496220106156,0.33532496220106156,0,0
718,0,0.06565592790750321,NCT03930186,plaque psoriasis,apremilast,Phase 3,0,0,0,0,0,0,,0,45,low_confidence,0.06565592790750321,0.06565592790750321,0,0
719,0,0.015039450348628003,NCT04175613,psoriasis,apremilast,Phase 3,0,0,0,0,0,0,,0,45,low_confidence,0.015039450348628003,0.015039450348628003,0,0
720,0,0.28643449893674766,NCT03735979,ischemic stroke,argatroban,Phase 3,0,0,1,0,0,0,,0,22,reliable,0.28643449893674766,0.28643449893674766,0,0
721,0,0.12328427791426058,NCT03939312,episodic migraine,atogepant,Phase 3,0,0,0,0,0,0,,0,78,low_confidence,0.12328427791426058,0.12328427791426058,0,0
722,0,0.013179138080937448,NCT03768427,Hypercholesterolemia,atorvastatin,Phase 3,0,0,0,0,0,0,,0,22,reliable,0.013179138080937448,0.013179138080937448,0,0
724,0,0.8178868443400464,NCT03899259,Alopecia Areata,baricitinib,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.8178868443400464,0.8178868443400464,0,0
725,0,0.1437100195707133,NCT03874494,schizophrenia,brexpiprazole,Phase 3,0,0,0,0,0,0,,0,70,low_confidence,0.1437100195707133,0.1437100195707133,0,0
726,0,0.15946565859155992,NCT04124614,Post Traumatic Stress Disorder,brexpiprazole,Phase 3,0,0,1,0,0,0,,0,78,low_confidence,0.15946565859155992,0.15946565859155992,0,0
727,0,0.039453549896852486,NCT04162522,Depression,brexpiprazole,Phase 3,0,0,1,0,0,0,,0,90,low_confidence,0.039453549896852486,0.039453549896852486,0,0
728,1,0.1695918404901529,NCT04174170,Post Traumatic Stress Disorder,brexpiprazole,Phase 3,0,0,1,0,0,0,,0,78,low_confidence,0.1695918404901529,0.1695918404901529,0,0
729,1,0.0069188346346965605,NCT04174365,autism spectrum disorder,brexpiprazole,Phase 3,0,0,0,0,0,0,,0,62,low_confidence,0.0069188346346965605,0.0069188346346965605,0,0
730,0,0.20004609704199358,NCT03685630,epilepsy,brivaracetam,Phase 3,0,0,0,0,0,0,,0,48,low_confidence,0.20004609704199358,0.20004609704199358,0,0
731,0,0.022884568114133644,NCT03639389,Pain,bupivacaine,Phase 3,0,0,0,0,0,0,,0,88,low_confidence,0.022884568114133644,0.022884568114133644,0,0
732,0,0.2773978988005708,NCT05164549,Opioid Use Disorder,buprenorphine,Phase 3,0,0,1,0,0,0,,0,59,low_confidence,0.2773978988005708,0.2773978988005708,0,0
733,0,0.0005503968680228941,NCT03897439,Smoking Cessation,bupropion,Phase 3,0,0,0,0,0,0,,0,59,low_confidence,0.0005503968680228941,0.0005503968680228941,0,0
734,0,0.004577636682208396,NCT03802591,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,capecitabine,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.004577636682208396,0.004577636682208396,0,1
735,0,0.3682193170174868,NCT03813784,Metastatic Gastric Cancer,capecitabine,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
736,0,0.002216649737297187,NCT03794388,breast cancer,capsaicin,Phase 3,0,1,0,0,0,0,,0,22,reliable,0.002216649737297187,0.002216649737297187,0,0
738,0,0.3851261715694837,NCT03742505,vitamin D deficiency,vitamin D3,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.3851261715694837,0.3851261715694837,0,0
739,0,0.03460443440079907,NCT04121403,Multiple Sclerosis,cladribine,Phase 3,0,0,0,0,0,0,,0,50,low_confidence,0.03460443440079907,0.03460443440079907,0,0
741,0,0.044228495611405926,NCT03645057,atopic dermatitis,crisaborole,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.044228495611405926,0.044228495611405926,0,0
742,0,0.7473206691035699,NCT03723252,Nonalcoholic Steatohepatitis,dapagliflozin,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.7473206691035699,0.7473206691035699,0,0
743,1,0.4964294487649802,NCT03877224,Heart Failure With Preserved Ejection Fraction (HFpEF),dapagliflozin,Phase 3,-1,0,0,0,0,0,,1,22,reliable,0.4964294487649802,0.5,1,0
744,0,0.5003309211877495,NCT03877237,Heart Failure With Reduced Ejection Fraction (HFrEF),dapagliflozin,Phase 3,-1,0,0,0,0,0,,1,22,reliable,0.5003309211877495,0.5003309211877495,1,0
745,0,0.005584658378750467,NCT03901482,migraine,dihydroergotamine,Phase 3,0,0,0,0,0,0,,0,78,low_confidence,0.005584658378750467,0.005584658378750467,0,0
746,0,0.5306300912993834,NCT03778931,Advanced Breast Cancer,elacestrant,Phase 3,0,1,0,0,0,0,,0,15,reliable,0.5306300912993834,0.5306300912993834,0,0
747,0,0.17646450992576004,NCT03939637,immune thrombocytopenia,eltrombopag,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.17646450992576004,0.17646450992576004,0,0
748,0,0.23213473229422724,NCT03594110,Chronic Kidney Disease,empagliflozin,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.23213473229422724,0.23213473229422724,0,0
749,0,0.3142730852571046,NCT03917459,"Heart Failure; Heart Failure, Systolic; Erectile Dysfunction",enalapril,Phase 3,0,0,0,0,0,0,,0,54,low_confidence,0.3142730852571046,0.3142730852571046,0,0
751,0,0.38317027606713994,NCT03717194,Diabetes,ertugliflozin,Phase 3,0,0,0,0,0,0,,0,25,reliable,0.38317027606713994,0.38317027606713994,0,0
752,0,0.10949475544120642,NCT04162522,Depression,escitalopram,Phase 3,0,0,1,0,0,0,,0,90,low_confidence,0.10949475544120642,0.10949475544120642,0,0
753,0,0.11925931252254081,NCT04005716,Lung Cancer,etoposide,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,22,reliable,0.11925931252254081,0.11925931252254081,0,1
754,0,0.12064590453887256,NCT04028050,Lung Cancer,etoposide,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,22,reliable,0.12064590453887256,0.12064590453887256,0,1
755,0,0.5723527643625291,NCT03945188,Ulcerative Colitis,etrasimod,Phase 3,0,0,0,0,0,0,,0,50,low_confidence,0.5723527643625291,0.5723527643625291,0,0
756,0,0.34090389726782605,NCT03952039,myelofibrosis,fedratinib,Phase 3,0,0,0,0,0,0,,0,18,reliable,0.34090389726782605,0.34090389726782605,0,0
757,0,0.3673447436078526,NCT04003142,hot flashes,fezolinetant,Phase 3,0,0,0,0,0,0,,0,62,low_confidence,0.3673447436078526,0.3673447436078526,0,0
758,0,0.01414124711990318,NCT03764618,anemia,fostamatinib,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,29,reliable,0.01414124711990318,0.01414124711990318,0,1
759,0,0.0821946535388898,NCT03806530,End Stage Renal Disease; Restless Legs Syndrome,gabapentin,Phase 3,0,0,1,0,0,0,,0,67,low_confidence,0.0821946535388898,0.0821946535388898,0,0
761,0,0.40993520393613725,NCT03673072,Gallbladder Carcinoma,gemcitabine,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
762,0,0.5556196970277161,NCT03924986,Metastatic Nasopharyngeal Cancer,gemcitabine,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
764,0,0.4644363314573058,NCT04327843,Schizophrenia; Medication Nonadherence; Schizo Affective Disorder,haloperidol decanoate,Phase 3,0,0,0,0,0,0,,0,65,low_confidence,0.4644363314573058,0.4644363314573058,0,0
765,0,0.9869620763685084,NCT04197115,Sepsis; Septic Shock,hydrocortisone,Phase 3,0,0,0,0,0,0,,0,20,reliable,0.9869620763685084,0.9869620763685084,0,0
766,0,0.397701412730685,NCT03789591,Sickle Cell Disease; Sickle Cell Anemia,hydroxyurea,Phase 3,0,0,0,0,0,0,,0,32,reliable,0.397701412730685,0.397701412730685,0,0
767,0,0.12225186993301136,NCT04476069,Pain Management,ibuprofen,Phase 3,0,0,0,0,0,0,,0,81,low_confidence,0.12225186993301136,0.12225186993301136,0,0
768,1,0.138455162147058,NCT03788837,septic shock,iloprost,Phase 3,-1,0,0,0,0,0,,1,20,reliable,0.138455162147058,0.5,1,0
769,1,0.5012168357233746,NCT03111212,acute respiratory distress syndrome,iloprost,Phase 3,0,0,0,0,0,0,,0,18,reliable,0.5012168357233746,0.5012168357233746,0,0
770,0,0.3602377612261993,NCT03831854,Reducing Psychological Side Effects of Ketamine,ketamine,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.3602377612261993,0.3602377612261993,0,0
771,1,0.45242023877622134,NCT04075006,Critical Illness; Sedation; Mechanical Ventilation,ketamine,Phase 3,0,0,0,0,0,0,,0,18,reliable,0.45242023877622134,0.45242023877622134,0,0
772,0,0.3161625413133253,NCT06185127,Lung Diseases; Diagnosis; Anesthesia,ketamine,Phase 3,0,0,1,0,0,0,,0,34,reliable,0.3161625413133253,0.3161625413133253,0,0
774,0,0.2613005656220759,NCT03967847,rotator cuff tear,ketorolac,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.2613005656220759,0.2613005656220759,0,0
775,0,0.6937285875235325,NCT04133623,Acute Pain Due to Trauma,ketorolac,Phase 3,0,0,1,0,0,0,,0,81,low_confidence,0.6937285875235325,0.6937285875235325,0,0
776,0,0.000685955655717742,NCT04246541,Postoperative Pain,ketorolac,Phase 3,0,0,0,0,0,0,,0,81,low_confidence,0.000685955655717742,0.000685955655717742,0,0
777,0,0.0010234035901438624,NCT04246554,Postoperative Pain,ketorolac,Phase 3,0,0,0,0,0,0,,0,81,low_confidence,0.0010234035901438624,0.0010234035901438624,0,0
778,0,0.8437464647835734,NCT03779178,atrial fibrillation,landiolol,Phase 3,0,0,0,0,0,0,,0,22,reliable,0.8437464647835734,0.8437464647835734,0,0
779,0,0.4763301922299146,NCT04124926,Erosive Esophagitis,lansoprazole,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.4763301922299146,0.4763301922299146,0,0
780,0,0.016071787596944262,NCT03670810,migraine,lasmiditan,Phase 3,0,0,0,0,0,0,,0,78,low_confidence,0.016071787596944262,0.016071787596944262,0,0
781,1,0.4265446778377074,NCT03820986,Advance Melanoma,lenvatinib,Phase 3,0,1,0,0,0,0,,0,15,reliable,0.4265446778377074,0.4265446778377074,0,0
782,1,0.9383041546749122,NCT03829319,Lung Cancer,lenvatinib,Phase 3,0,1,1,0,0,0,,0,22,reliable,0.9383041546749122,0.9383041546749122,0,0
783,1,0.8995167682504608,NCT03829332,Lung Cancer,lenvatinib,Phase 3,0,1,0,0,0,0,,0,22,reliable,0.8995167682504608,0.8995167682504608,0,0
784,1,0.4395888666528636,NCT03884101,Endometrial Carcinoma,lenvatinib,Phase 3,0,1,1,0,0,0,,0,15,reliable,0.4395888666528636,0.4395888666528636,0,0
785,1,0.3783928868526793,NCT03898180,Urothelial Carcinoma,lenvatinib,Phase 3,0,1,0,0,0,0,,0,15,reliable,0.3783928868526793,0.3783928868526793,0,0
786,1,0.787763779938179,NCT03976375,Lung Cancer,lenvatinib,Phase 3,0,1,0,0,0,0,,0,22,reliable,0.787763779938179,0.787763779938179,0,0
787,1,0.9031473755250126,NCT04676412,Lung Cancer,lenvatinib,Phase 3,0,1,0,0,0,0,,0,22,reliable,0.9031473755250126,0.9031473755250126,0,0
788,0,0.9440482187115627,NCT04716933,Lung Cancer,lenvatinib,Phase 3,0,1,1,0,0,0,,0,22,reliable,0.9440482187115627,0.9440482187115627,0,0
789,1,0.438667927207368,NCT04865289,Endometrial Carcinoma,lenvatinib,Phase 3,0,1,1,0,0,0,,0,15,reliable,0.438667927207368,0.438667927207368,0,0
791,0,0.0011078577022986624,NCT03621280,Cushing syndrome,levoketoconazole,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.0011078577022986624,0.0011078577022986624,0,0
792,1,0.4172510783648832,NCT03677817,Improved Postoperative Pain,lidocaine,Phase 3,0,0,0,0,0,0,,0,81,low_confidence,0.4172510783648832,0.4172510783648832,0,0
793,0,0.8980855672658927,NCT03844984,septic shock,lidocaine,Phase 3,0,0,1,0,0,0,,0,20,reliable,0.8980855672658927,0.8980855672658927,0,0
795,0,0.5395076551920817,NCT03905330,progressive familial intrahepatic cholestasis,maralixibat,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.5395076551920817,0.5395076551920817,0,0
796,0,0.5703827605870436,NCT03675139,endometrial hyperplasia,medroxyprogesterone acetate,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.5703827605870436,0.5703827605870436,0,0
798,0,0.004919996099641589,NCT03798054,Type 2 Diabetes,metformin,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.004919996099641589,0.004919996099641589,0,1
799,0,0.006011907153738551,NCT03798080,Type 2 Diabetes,metformin,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.006011907153738551,0.006011907153738551,0,1
800,0,0.007616860838702844,NCT03862716,Type 2 Diabetes,metformin,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.007616860838702844,0.007616860838702844,0,1
801,0,0.13827486295713962,NCT04029480,Type 2 Diabetes Mellitus,metformin,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.13827486295713962,0.13827486295713962,0,1
802,0,0.0037086727228165715,NCT05118542,Graves disease,methimazole,Phase 3,0,0,1,0,0,0,,0,29,reliable,0.0037086727228165715,0.0037086727228165715,0,0
803,0,0.0008556931095756316,NCT05108597,uterine fibroids,misoprostol,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.0008556931095756316,0.0008556931095756316,0,0
804,0,0.44229127213729524,NCT03853798,pyruvate kinase deficiency,mitapivat,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.44229127213729524,0.44229127213729524,0,0
805,0,0.35999729877970893,NCT03899103,Steroid-Dependent Nephrotic Syndrome,mycophenolate mofetil,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.35999729877970893,0.35999729877970893,0,0
807,0,0.5349621298565397,NCT03283007,Lung-transplant Recipients,nintedanib,Phase 3,0,0,0,0,0,0,,0,22,reliable,0.5349621298565397,0.5349621298565397,0,0
808,0,0.01298020725955044,NCT03820726,"Lung Diseases, Interstitial",nintedanib,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.01298020725955044,0.01298020725955044,0,0
809,0,0.10276908886792122,NCT04093024,"Lung Diseases, Interstitial",nintedanib,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.10276908886792122,0.10276908886792122,0,0
811,0,0.00112709274679606,NCT04789005,Spinal anesthesia-induced hypotension,norepinephrine,Phase 3,0,0,1,0,0,0,,0,18,reliable,0.00112709274679606,0.00112709274679606,0,0
812,0,0.273892969019739,NCT03834519,Prostate Cancer,olaparib,Phase 3,0,1,1,0,0,0,,0,22,reliable,0.273892969019739,0.273892969019739,0,0
813,0,0.5782321722995829,NCT03915769,ulcerative colitis,ozanimod,Phase 3,0,0,0,0,0,0,,0,50,low_confidence,0.5782321722995829,0.5782321722995829,0,0
816,0,0.049639946370494244,NCT03940196,Ovarian Cancer,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,22,reliable,0.049639946370494244,0.049639946370494244,0,1
817,0,0.01151054325405492,NCT03943667,Metastatic Pancreatic Adenocarcinoma,paclitaxel,Phase 3,0,1,1,0,0,0,,0,15,reliable,0.01151054325405492,0.01151054325405492,0,0
818,0,0.23184049687547587,NCT03957590,Cell Carcinoma,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
819,0,0.44755828013282767,NCT04177108,Participants With Locally Advanced or Metastatic Triple-Negative Breast Cancer,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
820,0,0.212050568373734,NCT03762018,Pleural Mesothelioma Malignant Advanced,pemetrexed,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
821,0,0.20872650621085445,NCT03802240,NSCLC,pemetrexed,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
822,0,0.0017890015916572541,NCT04789005,Spinal anesthesia-induced hypotension,phenylephrine,Phase 3,0,0,1,0,0,0,,0,18,reliable,0.0017890015916572541,0.0017890015916572541,0,0
823,1,0.4518070003783917,NCT03968159,Major Depressive Disorder,pimavanserin,Phase 3,0,0,0,0,0,0,,0,90,low_confidence,0.4518070003783917,0.4518070003783917,0,0
824,0,0.5527181502669742,NCT03893097,schistosomiasis,praziquantel,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.5527181502669742,0.5527181502669742,0,0
825,0,0.737202327970233,NCT04209543,Vasomotor Symptoms; Menopausal Symptoms,progesterone,Phase 3,0,0,0,0,0,0,,0,62,low_confidence,0.737202327970233,0.737202327970233,0,0
829,0,0.004284819485350113,NCT05118542,Graves disease,propylthiouracil,Phase 3,0,0,1,0,0,0,,0,29,reliable,0.004284819485350113,0.004284819485350113,0,0
831,0,0.41930693064133095,NCT03702582,Atrial Fibrillation; Stroke; Bleeding,rivaroxaban,Phase 3,0,0,1,0,0,0,,0,22,reliable,0.41930693064133095,0.41930693064133095,0,0
832,0,0.5423595128782764,NCT03996772,Atrial Fibrillation; Intracerebral Hemorrhage,rivaroxaban,Phase 3,0,0,0,0,0,0,,0,22,reliable,0.5423595128782764,0.5423595128782764,0,0
833,0,0.1268837306453853,NCT03806530,End Stage Renal Disease; Restless Legs Syndrome,ropinirole,Phase 3,0,0,1,0,0,0,,0,67,low_confidence,0.1268837306453853,0.1268837306453853,0,0
834,0,0.4823416317729218,NCT03936387,Post-Sternotomy Pain,ropivacaine,Phase 3,0,0,0,0,0,0,,0,81,low_confidence,0.4823416317729218,0.4823416317729218,0,0
835,0,0.33216564519548347,NCT05663827,Steroid Refractory GVHD,ruxolitinib,Phase 3,0,0,0,0,0,0,,0,22,reliable,0.33216564519548347,0.33216564519548347,0,0
836,0,0.3310780989121621,NCT03881371,Parkinson's Disease,safinamide,Phase 3,0,0,0,0,0,0,,0,58,low_confidence,0.3310780989121621,0.3310780989121621,0,0
837,0,0.5707986004302328,NCT03988530,motion sickness,scopolamine,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.5707986004302328,0.5707986004302328,0,0
838,0,0.4844130122753537,NCT03935217,trichomoniasis,secnidazole,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.4844130122753537,0.4844130122753537,0,0
839,0,0.44122954040716167,NCT03623243,multiple sclerosis,siponimod,Phase 3,0,0,0,0,0,0,,0,50,low_confidence,0.44122954040716167,0.44122954040716167,0,0
840,0,0.059703789192069465,NCT04017832,Type 2 Diabetes,sitagliptin,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.059703789192069465,0.059703789192069465,0,1
843,0,0.36583174401787166,NCT03956355,plaque psoriasis,tapinarof,Phase 3,0,0,0,0,0,0,,0,45,low_confidence,0.36583174401787166,0.36583174401787166,0,0
