NCT_ID,Disease,y,p,p_adj,efficacy_surgical_pass
NCT05072704,total hip arthroplasty,0,0.008626749371360962,0.008626749371360962,0
NCT05137184,Acute Pain; Ambulances,0,0.03478823222372537,0.03478823222372537,0
NCT02395653,Acute Post-op Pain,0,0.3600326041955586,0.3600326041955586,0
NCT02004899,"Anesthetic, Sedative or Analgesic Complications in Labor or Delivery",0,0.5102986698481797,0.5102986698481797,0
NCT04128540,Aortic Coarctation; Erector Spinae Plane Block; Paediatric,0,0.2526303478549997,0.2526303478549997,0
NCT04414800,"Multiple Trauma; Pain, Acute",0,0.060351462955212244,0.060351462955212244,0
NCT02880540,Obesity,0,0.0007400384464015262,0.0007400384464015262,1
NCT01270659,Pain,0,0.013203962418445316,0.013203962418445316,1
NCT02145975,Postoperative Pain,0,0.023066372361330217,0.023066372361330217,0
NCT06590870,Procedural Pain,0,0.429782609732146,0.429782609732146,0
NCT03373201,insomnia,0,0.020845116227726692,0.020845116227726692,1
NCT01429116,non-24-hour sleep-wake disorder,0,0.4477997111800131,0.4477997111800131,0
NCT03059238,liver cancer,0,0.6493680432824965,0.6493680432824965,0
NCT01113489,allergic rhinitis,0,0.010113193213121065,0.010113193213121065,0
NCT05292586,asthma,0,0.07920536051785451,0.07920536051785451,1
NCT01133626,perennial allergic rhinitis,0,0.00201165595479635,0.00201165595479635,0
NCT01817790,allergic rhinitis,0,0.009965277574240141,0.009965277574240141,0
NCT02980133,asthma,0,0.6282653567736232,0.6282653567736232,0
NCT01623310,chronic rhinosinusitis with nasal polyps,0,0.0019108103839484791,0.0019108103839484791,0
NCT03591068,nasal polyps,0,0.27830902605833313,0.27830902605833313,0
NCT04332978,perennial allergic rhinitis,0,0.003293660052366172,0.003293660052366172,0
NCT02523820,stridor,1,0.48844735842716897,0.48844735842716897,0
NCT01266434,Asthma,0,0.7528231714982299,0.7528231714982299,0
NCT01095185,"Cirrhosis; Hypertension, Portal; Bleeding Esophageal Varices; Portal Vein Thrombosis",1,0.6023456627253201,0.6023456627253201,0
NCT02067949,Critical Illness,0,0.3360849740361533,0.3360849740361533,0
NCT02030041,Dyslipidemias,0,0.27958736101470344,0.27958736101470344,0
NCT00994903,Intestinal Neoplasm; Perioperative Care,1,0.5750342254054587,0.5750342254054587,0
NCT01061671,Moderate and Severe COPD,1,0.501741741937306,0.501741741937306,0
NCT03387670,Multiple Sclerosis,0,0.14721085454943364,0.14721085454943364,0
NCT02713945,Noonan Syndrome,0,0.5744770397144302,0.15,1
NCT02134626,Portal Hypertension; Esophageal Varices; Liver Cirrhosis,0,0.38394873176424293,0.38394873176424293,0
NCT01771198,Rhinosinusitis,1,0.4438158753636062,0.4438158753636062,0
NCT01999309,Schizophrenia; Schizoaffective Disorder; Schizophreniform Disorder; Psychosis NOS,1,0.6216990260996933,0.6216990260996933,0
NCT02425644,MUltiple Sclerosis,0,0.42240985349141463,0.42240985349141463,0
NCT03232073,Multiple Sclerosis,0,0.007340757018002515,0.007340757018002515,0
NCT01284556,epilepsy,0,0.02308882932565014,0.02308882932565014,0
NCT03650270,status epilepticus,0,0.03694972888556313,0.03694972888556313,0
NCT01585792,Diabetic Patients,0,0.1980691243980255,0.15,1
NCT02769481,Type 2 Diabetes,0,0.010547242856846875,0.010547242856846875,1
NCT01644500,Type 2 Diabetes Mellitus,0,0.007588243516528893,0.007588243516528893,1
NCT01960075,Benzodiazepine Refractory Status Epilepticus,0,0.003907089693905954,0.003907089693905954,0
NCT06248931,migraine,0,0.00924682625690145,0.00924682625690145,0
NCT02604173,Acute Mountain Sickness,0,0.3314014834659456,0.3314014834659456,0
NCT01360021,Asthma,0,0.40802192869721576,0.40802192869721576,0
NCT01035190,Bronchopulmonary Dysplasia,1,0.5417811090420216,0.5417811090420216,0
NCT05878093,Chronic Rhinosinusitis With Nasal Polyps,0,0.6443657681991988,0.6443657681991988,0
NCT03687515,Chronic Rhinosinusitis With Polyposis,0,0.21108630790052824,0.21108630790052824,0
NCT01100112,"Colitis, Ulcerative",0,0.39563495869894283,0.39563495869894283,0
NCT01209208,Lymphocytic Colitis,0,0.002607790432082099,0.002607790432082099,0
NCT04476420,oral submucous fibrosis,0,0.33511101042419295,0.33511101042419295,0
NCT02086994,Pre-eclampsia,0,0.23702412846213736,0.23702412846213736,0
NCT02202967,anemia,0,0.08736290706225339,0.08736290706225339,0
NCT03790371,contraception,0,0.0017270850430844086,0.0017270850430844086,0
NCT01612065,infertility,0,0.1340563545227514,0.1340563545227514,0
NCT02985229,medical abortion,0,0.001522427232101237,0.001522427232101237,0
NCT03148574,postpartum hemorrhage,0,0.11379880588829552,0.11379880588829552,0
NCT05108597,uterine fibroids,0,0.0025831625934298976,0.0025831625934298976,0
NCT03097861,chronic idiopathic constipation,0,0.007126405197247582,0.007126405197247582,0
NCT01324284,colorectal carcinoma,0,0.2871762421462207,0.2871762421462207,0
NCT02651155,constipation,0,0.0160407058133163,0.0160407058133163,0
NCT02766777,functional constipation,0,0.6699796993092199,0.6699796993092199,0
NCT01298219,opioid-induced constipation,0,0.4477697704230866,0.4477697704230866,0
NCT04185363,progressive familial intrahepatic cholestasis,0,0.34952578414273944,0.34952578414273944,0
NCT02597361,"Ehlers-Danlos Syndrome, Vascular Type",0,0.42605378768157437,0.42605378768157437,0
NCT05475665,Essential Hypertension,0,0.0038189643644711163,0.0038189643644711163,1
NCT01442987,Hypertension; Hyperlipidemia,0,0.2603054786560703,0.15,1
NCT02599961,Glucose Transporter Type 1 Deficiency Syndrome,1,0.6233357054193389,0.6233357054193389,0
NCT02960217,Glucose Transporter Type 1 Deficiency Syndrome (Glut1 DS),1,0.6540709937497841,0.6540709937497841,0
NCT04327843,Schizophrenia; Medication Nonadherence; Schizo Affective Disorder,0,0.4644363314573058,0.4644363314573058,0
NCT04515186,mania,0,0.0032830091780850627,0.0032830091780850627,0
NCT02193022,post-kala-azar dermal leishmaniasis,0,0.5331276663808804,0.5331276663808804,0
NCT03129646,visceral Leishmaniasis,0,0.1483930105946024,0.1483930105946024,0
NCT01497262,Multiple Sclerosis,0,0.16791546969390925,0.16791546969390925,0
NCT01625182,chronic inflammatory demyelinating polyradiculoneuropathy,0,0.6392724969587003,0.6392724969587003,0
NCT02239120,Stroke; Secondary Prevention,1,0.4968440657117001,0.4968440657117001,0
NCT02913326,Thromboembolism,0,0.470901411831009,0.470901411831009,0
NCT01895777,Venous Thromboembolism,0,0.03966606863784884,0.03966606863784884,0
NCT02197416,Venous Thromboembolism; Secondary Prevention,0,0.5829015333536908,0.5829015333536908,0
NCT02389621,Thrombocytopenia in Patients With Chronic Liver Disease,0,0.616760280903424,0.616760280903424,0
NCT01097018,Advanced Colorectal Cancer,0,0.01581238712594919,0.01581238712594919,1
NCT02395640,Advanced Gastric Cancer,0,0.0009563877546273699,0.0009563877546273699,1
NCT01804790,Advanced Rectal Cancer,0,0.15840728226552508,0.15,1
NCT02551237,Advanced Rectal Carcinoma,0,0.3437805520933374,0.15,1
NCT01234337,Breast Cancer,0,0.12063432505311604,0.12063432505311604,1
NCT01918852,Colorectal Cancer; Metastases,0,0.28557395877141356,0.15,1
NCT01996306,Colorectal Neoplasms; Neoplasm Metastasis; Intestinal Neoplasms; Gastrointestinal Neoplasms; Digestive System Neoplasms,0,0.2651118109628196,0.15,1
NCT02494583,Gastric Adenocarcinoma,0,0.5128894716067632,0.15,1
NCT03802591,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,0,0.004577636682208396,0.004577636682208396,1
NCT03745170,Gastric Cancer,0,0.005372794151126699,0.005372794151126699,1
NCT03615326,Gastric Neoplasms; Gastroesophageal Junction Adenocarcinoma,0,0.41716174619885826,0.15,1
NCT03777657,Junction Carcinoma,0,0.4654604251345102,0.15,1
NCT03084939,Metastatic Breast Cancer,0,0.004991987959281996,0.004991987959281996,1
NCT01718873,Metastatic Colorectal Cancer,0,0.5870175701495575,0.15,1
NCT03813784,Metastatic Gastric Cancer,0,0.3682193170174868,0.15,1
NCT02460419,Metastatic Nasopharyngeal Carcinoma,0,0.5700332067127886,0.15,1
NCT02514278,Organ Preservation in Rectal Cancer,0,0.372766413399834,0.15,1
NCT03675737,Stomach Neoplasms,0,0.23267208056086477,0.15,1
NCT01470144,pulmonary arterial hypertension,0,0.0006719489065683428,0.0006719489065683428,0
NCT03067597,cervical ripening,0,0.06377842545610445,0.06377842545610445,0
NCT05761418,uterine fibroids,0,0.006198773669880556,0.006198773669880556,0
NCT01467076,newborn respiratory distress syndrome,1,0.5194100999120534,0.5194100999120534,0
NCT02065219,Chronic pain,0,0.18037953218034347,0.18037953218034347,0
NCT01939314,Headache,0,0.0057021256454543815,0.0057021256454543815,0
NCT07194694,Pain,0,0.05903926389213204,0.05903926389213204,1
NCT02752971,Postoperative Pain,0,0.015223586057807706,0.015223586057807706,0
NCT06165679,hemodynamic instability,0,0.13709853178018333,0.13709853178018333,0
NCT02665273,migraine,0,0.0172189155220801,0.0172189155220801,1
NCT05624151,pain,0,0.02288853094705856,0.02288853094705856,0
NCT06616441,postoperative pain,0,0.00765663079138835,0.00765663079138835,0
NCT01458431,pain,0,0.04091195814811659,0.04091195814811659,0
NCT03729362,late-onset Pompe disease,0,0.6183412688118134,0.6183412688118134,0
NCT01078714,autism spectrum disorder,0,0.7555079221617473,0.7555079221617473,0
NCT02101359,cataract,0,0.0004384297449282172,0.0004384297449282172,0
NCT03028740,Nonalcoholic Steatohepatitis,1,0.01362918514984544,0.01362918514984544,0
NCT01605136,erythropoietic protoporphyria,0,0.3396824316661543,0.3396824316661543,0
NCT04704713,polymorphic light eruption,0,0.6860150067592443,0.6860150067592443,0
NCT02916056,Alzheimer's Disease,1,0.9692319571503726,0.9692319571503726,0
NCT02248961,Arterial Hypertension,0,0.2544368997289725,0.15,1
NCT04447235,Cancer Patients With COVID-19 Infection,1,0.5421005104822849,0.5421005104822849,0
NCT02232776,"Glomerulonephritis, IGA",0,0.3298174745528494,0.3298174745528494,0
NCT02235909,Hypertension,0,0.0016074419461918415,0.0016074419461918415,0
NCT00971165,Hypertension; Cardiovascular Disease,0,0.263573641910371,0.263573641910371,0
NCT03467217,NAFLD - Nonalcoholic Fatty Liver Disease,1,0.5318061186050134,0.5318061186050134,0
NCT01805453,Newly-diagnosed Glioblastoma,1,0.46483354388156606,0.46483354388156606,0
NCT01051219,Nonalcoholic Steatohepatitis,0,0.8915318391046607,0.8915318391046607,0
NCT02232763,Proteinuria,0,0.4494103607825017,0.4494103607825017,0
NCT03151408,Acute Myeloid Leukemia,1,0.9692270404669914,0.9692270404669914,0
NCT01631227,Essential Hypertension,0,0.0009350996584927647,0.0009350996584927647,0
NCT01151137,Atrial Fibrillation,0,0.006465594379488575,0.006465594379488575,0
NCT02924285,Therapy of Premature Ventricular Contractions in Patients With Structural Heart Disease,0,0.5065086987318709,0.5065086987318709,0
NCT02132767,atrial fibrillation,1,0.23797236715886738,0.23797236715886738,0
NCT01401647,cardiac arrest,0,0.0036077692924545136,0.0036077692924545136,0
NCT03806530,End Stage Renal Disease; Restless Legs Syndrome,0,0.1268837306453853,0.1268837306453853,0
NCT01320722,obesity,1,0.05011663155670169,0.05011663155670169,0
NCT01646255,Parkinson's Disease,0,0.659913140863022,0.659913140863022,0
NCT01537042,restless legs syndrome,0,0.5149445738999844,0.5149445738999844,0
NCT04910165,Pain,0,0.010728227059780568,0.010728227059780568,0
NCT03936387,Post-Sternotomy Pain,0,0.4823416317729218,0.4823416317729218,0
NCT05773846,Post-surgical Pain,0,0.5421267228280461,0.15,1
NCT02410317,pain,0,0.005088681168827638,0.005088681168827638,0
NCT06165679,hemodynamic instability,0,0.14567603356992417,0.14567603356992417,0
NCT04271475,Chronic Thromboembolic Pulmonary Hypertension,1,0.756041064255998,0.756041064255998,0
NCT05167825,Pulmonary Arterial Hypertension,0,0.17058984353827084,0.17058984353827084,0
NCT03422328,Pulmonary Arterial Hypertension; Chronic Thromboembolic Pulmonary Hypertension,0,0.22310606803951966,0.22310606803951966,0
NCT06013371,Seborrheic Dermatitis; Papulopustular Rosacea,1,0.6830111626240531,0.6830111626240531,0
NCT02908672,Advanced Melanoma,0,0.017244565162515903,0.017244565162515903,0
NCT01689519,Metastatic Melanoma,0,0.06624997925195142,0.06624997925195142,0
NCT01909453,Mutant Melanoma,0,0.21854662323060384,0.21854662323060384,0
NCT01825031,Human Immunodeficiency Virus,0,0.3939706121831079,0.3939706121831079,0
NCT03474276,acute malnutrition,0,0.3192809318551143,0.3192809318551143,0
NCT03014167,filariasis,0,0.5532983640833092,0.5532983640833092,0
NCT03238131,onchocerciasis,0,0.5101012473973259,0.5101012473973259,0
NCT03357874,Acute Coronary Syndrome,0,0.15873074485687785,0.15873074485687785,0
NCT01294462,Acute Coronary Syndrome; Percutaneous Coronary Intervention,0,0.29742898009088564,0.29742898009088564,0
NCT03354429,Acute Ischaemic Stroke; Transient Ischaemic Attack,0,0.21160781912959964,0.21160781912959964,0
NCT01930591,Acute Myocardial Infarction,0,0.005210946725529961,0.005210946725529961,0
NCT02675205,Cerebral Aneurysm,0,0.1433820683711486,0.1433820683711486,0
NCT02163954,Chronic Kidney Disease,0,0.2463602763076576,0.2463602763076576,0
NCT01543932,Coronary Artery Disease,0,0.0019053303401720446,0.0019053303401720446,1
NCT01360437,Coronary Artery Disease; Acute Coronary Syndrome,0,0.15152544774999188,0.15,1
NCT01805596,Coronary Artery Disease; Endothelial Function,0,0.011859191680711544,0.011859191680711544,0
NCT02617290,Coronary Artery Disease; Myocardial Ischemia; Myocardial Infarction; Stent Thrombosis; Cardiovascular Diseases,1,0.17950755466758384,0.17950755466758384,0
NCT01531114,Diabetes Mellitus,0,0.004325763844212054,0.004325763844212054,1
NCT02429271,Myocardial Infarction; ST Segment Elevation Myocardial Infarction (STEMI),0,0.014922374580423494,0.014922374580423494,0
NCT01732822,Peripheral Artery Disease,1,0.33832287969622044,0.33832287969622044,0
NCT01961856,Platelet Reactivity,0,0.08074749616989277,0.08074749616989277,1
NCT02325466,Type 2 Diabetes,0,0.12123369834818802,0.12123369834818802,0
NCT03685630,epilepsy,0,0.12363715645517497,0.12363715645517497,0
NCT05639946,neuropathic pain,0,0.5094019354733049,0.5094019354733049,0
NCT02729441,Diabetes; Microalbuminuria,0,0.16839521236071153,0.16839521236071153,0
NCT05118542,Graves disease,0,0.004284819485350113,0.004284819485350113,0
NCT04158076,Hypercholesterolemia; Hypertension,0,0.20903791161587848,0.15,1
NCT01914432,Hyperlipidemia; Hypertension,0,0.3093415917058978,0.15,1
NCT01222520,Hypertension,0,0.0009883588192698097,0.0009883588192698097,0
NCT03566316,Hypertension With Hyperlipidemia,0,0.36354215834616077,0.15,1
NCT02839642,Classical progressive supranuclear palsy,0,0.6080999742702856,0.6080999742702856,0
NCT02720198,Major Depressive Disorder,0,0.20718675347985832,0.20718675347985832,0
NCT01855256,hyperhidrosis,0,0.44325747946733934,0.44325747946733934,0
NCT01557244,neurogenic bladder,0,0.15270261811416114,0.15270261811416114,0
NCT02538302,nocturnal enuresis,0,0.5402782776734176,0.5402782776734176,0
NCT03677817,Improved Postoperative Pain,1,0.4172510783648832,0.4172510783648832,0
NCT01694134,Low back pain,0,0.17966452970202434,0.17966452970202434,0
NCT04500158,Pain,0,0.05888717682407035,0.05888717682407035,0
NCT01944098,Postoperative Pain,0,0.013030612594765586,0.013030612594765586,0
NCT03729973,Sore Throat,0,0.034644339652230835,0.034644339652230835,0
NCT01198834,ankle sprain,0,0.007902937031891474,0.007902937031891474,0
NCT01401647,cardiac arrest,0,0.004000892173844755,0.004000892173844755,0
NCT04775225,juvenile idiopathic arthritis,0,0.24087375429068603,0.24087375429068603,0
NCT02525016,obesity,0,0.34005089022060786,0.34005089022060786,0
NCT02990364,pain,0,0.023267848555796566,0.023267848555796566,0
NCT02217267,peripheral neuropathy,0,0.20941440726732302,0.20941440726732302,0
NCT03844984,septic shock,0,0.8980855672658927,0.8980855672658927,0
NCT04591353,total hip arthroplasty,0,0.0234021317098277,0.0234021317098277,0
NCT04420247,COVID; COVID-19; SARS-CoV 2; Coronavirus; Corona Virus Infection,1,0.713124722291625,0.713124722291625,0
NCT04394975,Cell Cancer,0,0.03355282513088634,0.03355282513088634,0
NCT02420821,Cell Carcinoma,0,0.06591904267946797,0.06591904267946797,0
NCT01694277,Gastrointestinal Stromal Tumors,0,0.00417114793019959,0.00417114793019959,0
NCT01064310,Metastatic Kidney Cancer,0,0.7802447514889844,0.7802447514889844,0
NCT03260894,Renal Cell Carcinoma (RCC),0,0.48797014356231,0.48797014356231,0
NCT05087615,"Bariatric Surgery Candidate; Perioperative Complication; Nausea; Vomiting, Postoperative; Drug Effect",0,0.05256045126636276,0.05256045126636276,0
NCT03220958,Post-Traumatic Headache,0,0.5545571490251575,0.5545571490251575,0
NCT02222220,sialorrhea,0,0.4257500191405284,0.4257500191405284,0
NCT02135510,solid tumor,0,0.3263450133625976,0.3263450133625976,0
NCT06297954,upper gastrointestinal bleeding,0,0.4906875417629319,0.4906875417629319,0
NCT02851797,Duchenne muscular dystrophy,0,0.26129144615495103,0.26129144615495103,0
NCT01601028,Autoimmune Diseases; Sjogren's Syndrome; Dry Eye,1,0.6804649515490078,0.6804649515490078,0
NCT04338698,COVID 19,1,0.13338549993304416,0.13338549993304416,1
NCT04344444,COVID-19,1,0.9835193192244118,0.9835193192244118,0
NCT04328467,COVID-19; Corona Virus Infection; ARDS; Acute Respiratory Distress Syndrome,1,0.7842855477531498,0.7842855477531498,0
NCT04318015,COVID-19; Severe Acute Respiratory Syndrome,1,0.6619671640647604,0.6619671640647604,0
NCT04420247,COVID; COVID-19; SARS-CoV 2; Coronavirus; Corona Virus Infection,1,0.7165101943411486,0.7165101943411486,0
NCT04315948,Corona Virus Infection,1,0.4067635314488097,0.4067635314488097,0
NCT04308668,Corona Virus Infection; Acute Respiratory Distress Syndrome; SARS-CoV Infection; Coronavirus; Coronavirus Infections,1,0.7482334972171032,0.7482334972171032,0
NCT04334928,Coronavirus Infection,1,0.006651712012103727,0.006651712012103727,0
NCT04321278,"Coronavirus Infections; Pneumonia, Viral",1,0.4837730414593853,0.4837730414593853,0
NCT04332991,Coronavirus; Acute Respiratory Infection; SARS-CoV Infection,1,0.5535023076686579,0.5535023076686579,0
NCT02722369,Lung Cancer,1,0.402432747828103,0.402432747828103,0
NCT01148043,Osteoarthritis,1,0.11682960021886654,0.11682960021886654,0
NCT04261517,"Pneumonia, Pneumocystis; Coronavirus; COVID-19",1,0.48423499035117645,0.48423499035117645,0
NCT04410562,Pregnancy Related; COVID; Covid-19,1,0.7119051884150602,0.7119051884150602,0
NCT02603146,Rheumatoid Arthritis,1,0.7279353196189381,0.7279353196189381,0
NCT04315896,Severe COVID-19 Pulmonary Infection,1,0.5047441189327042,0.5047441189327042,0
NCT05267106,Glioblastoma; Adult-type Diffuse Gliomas,1,0.5020475435660492,0.5020475435660492,0
NCT04534283,Cancer; Cancer Metastatic; BRAF V600E; MEK1 Gene Mutation; MEK2 Gene Mutation; ERK Mutation; RAF1 Gene Mutation,1,0.8364187676688841,0.8364187676688841,0
NCT01516424,Schizophrenia,0,0.22562976903807747,0.22562976903807747,0
NCT01646125,NSCLC,1,0.7552773677912313,0.7552773677912313,0
NCT03778931,Advanced Breast Cancer,0,0.5306300912993834,0.5306300912993834,0
NCT02418000,AML; MDS; CMML,1,0.6326928357697851,0.6326928357697851,0
NCT01663233,Essential Hypertension,0,0.007341178616476101,0.007341178616476101,1
NCT01911780,Hypertension,0,0.00037412574992890077,0.00037412574992890077,0
NCT02896621,Hypertension; Sleep Apnea,0,0.2709269430374591,0.2709269430374591,0
NCT01395199,Thalassemia; Iron Overload,0,0.39391656910348083,0.39391656910348083,0
NCT01475643,cataract,0,0.006673988136900372,0.006673988136900372,0
NCT01060072,inflammation,0,0.6474504312514356,0.6474504312514356,0
NCT03265574,Breast Cancer,1,0.19642927930509432,0.19642927930509432,0
NCT02900378,Chronic Heart Failure With Reduced Ejection Fraction,0,0.533001448140484,0.533001448140484,0
NCT03066804,Heart Failure With Preserved Ejection Fraction,0,0.004164886831029868,0.004164886831029868,0
NCT02468232,Heart Failure With Reduced Ejection Fraction (HF-rEF),0,0.3752239616910179,0.3752239616910179,0
NCT03917459,"Heart Failure; Heart Failure, Systolic; Erectile Dysfunction",0,0.3142730852571046,0.3142730852571046,0
NCT02924727,Acute Myocardial Infarction,0,0.024940320345264364,0.024940320345264364,0
NCT01485978,"Renal Insufficiency, Chronic",0,0.4606106757710009,0.4606106757710009,0
NCT04947579,"Spondylitis, Ankylosing",1,0.648747573078814,0.648747573078814,0
NCT04551053,Myelofibrosis; Primary Myelofibrosis; Post Essential Thrombocythemia Myelofibrosis; Post Polycythemia Vera Myelofibrosis,1,0.5295209496019648,0.5295209496019648,0
NCT02307513,Behcet syndrome,0,0.6651439972927566,0.6651439972927566,0
NCT04590586,COVID-19,1,0.9941972093803997,0.9941972093803997,0
NCT01285310,Patients With Rheumatoid Arthritis,1,0.6828201173936386,0.6828201173936386,0
NCT05174065,palmoplantar pustulosis,0,0.5477532537604713,0.5477532537604713,0
NCT06088043,plaque psoriasis,0,0.10948581213960856,0.10948581213960856,0
NCT03721172,psoriasis,0,0.2169707262266607,0.2169707262266607,0
NCT01808573,Metastatic Breast Cancer,0,0.013811546337374211,0.013811546337374211,0
NCT04564742,Acute Myocardial Infarction; Heart Failure,0,0.4348757572798411,0.4348757572798411,0
NCT03036124,Chronic Heart Failure With Reduced Ejection Fraction (HFrEF),0,0.6470924099189846,0.6470924099189846,0
NCT03036150,Chronic Kidney Disease,0,0.3196594796115964,0.3196594796115964,0
NCT05196347,Chronic Kidney Diseases,0,0.9692539870054573,0.9692539870054573,0
NCT02096705,Diabetes,0,0.19182669596635846,0.15,1
NCT02229396,Diabetes Mellitus,0,0.0022795600962284197,0.0022795600962284197,1
NCT02383238,Diabetes Mellitus Type 2,0,0.009310560162354289,0.009310560162354289,0
NCT04707352,Heart Failure,0,0.40589412888340287,0.40589412888340287,0
NCT03619213,Heart Failure With Preserved Ejection Fraction,0,0.004623328054341782,0.004623328054341782,0
NCT03877224,Heart Failure With Preserved Ejection Fraction (HFpEF),1,0.4964294487649802,0.4964294487649802,0
NCT03877237,Heart Failure With Reduced Ejection Fraction (HFrEF),0,0.5003309211877495,0.5003309211877495,0
NCT03723252,Nonalcoholic Steatohepatitis,0,0.7473206691035699,0.7473206691035699,0
NCT04213677,Polycystic Ovary Syndrome,0,0.012509131250552655,0.012509131250552655,1
NCT02460978,Type 1 Diabetes,0,0.4502442153128217,0.15,1
NCT06192108,Type 2 Diabetes,0,0.0737619993017524,0.0737619993017524,1
NCT03199053,Type 2 Diabetes Mellitus,0,0.053112994108810645,0.053112994108810645,1
NCT02592421,Type II Diabetes Mellitus,0,0.015667069845632688,0.015667069845632688,1
NCT02984644,Type II; Diabetes,0,0.34739260892307533,0.15,1
NCT01294436,diabetes Mellitus,0,0.0014181358129786155,0.0014181358129786155,0
NCT02531035,Type 1 Diabetes,0,0.5085228426556248,0.5085228426556248,0
NCT02384941,Type 1 Diabetes Mellitus,0,0.008599050200999355,0.008599050200999355,1
NCT03242018,Type 2 Diabetes,0,0.024298082400300715,0.024298082400300715,1
NCT03285594,Type 2 Diabetes Mellitus,0,0.03366988218581161,0.03366988218581161,1
NCT03717194,Diabetes,0,0.38317027606713994,0.38317027606713994,0
NCT02226003,Type 2 Diabetes Mellitus,0,0.048905285275704376,0.048905285275704376,1
NCT04231331,valvular heart disease,0,0.008726827566982016,0.008726827566982016,0
NCT05753670,Postoperative Retention of Urine,0,0.4718686677639802,0.4718686677639802,0
NCT02518971,Postoperative Urinary Retention,1,0.672234901401073,0.672234901401073,0
NCT02486653,Urinary Retention; Urinary Tract Infections,0,0.6500433716677062,0.6500433716677062,0
NCT01135212,essential hypertension,0,0.001487522195363816,0.001487522195363816,0
NCT02480764,essential hypertension,0,0.002100880810063132,0.002100880810063132,1
NCT03899259,Alopecia Areata,0,0.8178868443400464,0.8178868443400464,0
NCT03334435,Atopic Dermatitis,0,0.45648955192320045,0.45648955192320045,0
NCT04401579,COVID-19,0,0.9887226565799528,0.9887226565799528,0
NCT03773978,Juvenile Idiopathic Arthritis,0,0.5724998259016584,0.5724998259016584,0
NCT02265705,Rheumatoid Arthritis,0,0.013886925543541123,0.013886925543541123,0
NCT03616964,Systemic Lupus Erythematosus,1,0.9909042741052734,0.9909042741052734,0
NCT02858362,Duchenne Muscular Dystrophy,1,0.46237462382548883,0.46237462382548883,0
NCT01960075,Benzodiazepine Refractory Status Epilepticus,0,0.0028943268570807285,0.0028943268570807285,0
NCT01228747,Epilepsy; Generalized Tonic-Clonic Seizures,0,0.6079563378178162,0.6079563378178162,0
NCT01292837,Epilepsy; Generalized Tonic-clonic Seizures,0,0.20030095492439978,0.20030095492439978,0
NCT01392768,Epilepsy; Partial Seizures,0,0.2986127157277022,0.15,1
NCT03340064,Partial Seizures,0,0.5785200102869534,0.5785200102869534,0
NCT03071692,diabeTes,1,0.6987983596521976,0.6987983596521976,0
NCT02604446,Pre- and Postoperative Pain,1,0.46862252701028195,0.46862252701028195,0
NCT03345836,Crohn's disease,0,0.22690467348917456,0.15,1
NCT03104374,Psoriatic Arthritis,0,0.004211402292021696,0.004211402292021696,0
NCT02955212,Rheumatoid Arthritis,0,0.029369161397779953,0.029369161397779953,0
NCT05601882,atopic dermatitis,0,0.07830980338341659,0.07830980338341659,0
NCT03725202,giant cell arteritis,0,0.5354938827913157,0.5354938827913157,0
NCT04169373,spondyloarthritis,0,0.4141641120394646,0.4141641120394646,0
NCT03653026,ulcerative colitis,0,0.8034413729137737,0.8034413729137737,0
NCT03088813,Lung Cancer,0,0.05934115202946445,0.05934115202946445,1
NCT02421588,Ovarian Cancer,0,0.020296111992928367,0.020296111992928367,1
NCT01075555,Liver Cancer,1,0.8576448089235147,0.8576448089235147,0
NCT02147873,Myelodysplastic Syndrome (MDS); Chronic Myelomonocytic Leukemia (CMML),1,0.4328651457258956,0.4328651457258956,0
NCT02587962,Solid Tumors,1,0.9862202710268193,0.9862202710268193,0
NCT01539512,Previously Treated Chronic Lymphocytic Leukemia,0,0.2802682745111437,0.2802682745111437,0
NCT01200758,Non-Hodgkin's Lymphoma,0,0.0016422145133334625,0.0016422145133334625,1
NCT01793298,Asthma,1,0.2951644421319136,0.2951644421319136,0
NCT01130246,Acute Coronary Syndrome,1,0.008419212778447517,0.008419212778447517,0
NCT02691182,Attention Deficit Hyperactivity Disorder (ADHD),1,0.3004257163588317,0.3004257163588317,0
NCT02029274,Active Dermatomyositis,1,0.6323597368193844,0.6323597368193844,0
NCT03623243,multiple sclerosis,0,0.44122954040716167,0.44122954040716167,0
NCT01778062,COPD,0,0.07570314481006363,0.07570314481006363,1
NCT01089127,Chronic Obstructive Pulmonary Disease,0,0.4029738151951069,0.15,1
NCT01079130,asthma,0,0.50357907330254,0.15,1
NCT01232894,chronic obstructive pulmonary disease,0,0.017437128046879503,0.017437128046879503,0
NCT02598505,heart failure,0,0.0051352989498862755,0.0051352989498862755,0
NCT02604342,Anaplastic Lymphoma,0,0.04733030149355879,0.04733030149355879,0
NCT03131206,Lung Cancer,1,0.4976390312692495,0.4976390312692495,0
NCT02284906,Alzheimer Disease,1,0.516795194860946,0.516795194860946,0
NCT01931566,Alzheimer's Disease,1,0.9538448766414621,0.9538448766414621,0
NCT01225081,Type 2 Diabetes Mellitus,0,0.007436787792242857,0.007436787792242857,1
NCT01198834,ankle sprain,0,0.005422769916600283,0.005422769916600283,0
NCT01118572,postoperative pain,0,0.0031072382473515516,0.0031072382473515516,0
NCT02997202,Acute Myeloid Leukemia,1,0.9792836461683991,0.9792836461683991,0
