ik14,rank,transcript,union_max,parent_score,metab_score
GZSOSUNBTXMUFQ,38,ENST00000540589,1.0,0.6975,1.0
GZSOSUNBTXMUFQ,39,ENST00000307851,1.0,0.6975,1.0
GZSOSUNBTXMUFQ,40,ENST00000537606,1.0,0.6975,1.0
GZSOSUNBTXMUFQ,41,ENST00000358369,1.0,0.6975,1.0
GZSOSUNBTXMUFQ,42,ENST00000399423,1.0,0.6975,1.0
GZSOSUNBTXMUFQ,43,ENST00000689351,1.0,0.6975,1.0
GZSOSUNBTXMUFQ,44,ENST00000567277,1.0,0.6975,1.0
GZSOSUNBTXMUFQ,45,ENST00000629272,1.0,0.6975,1.0
GZSOSUNBTXMUFQ,46,ENST00000528414,1.0,0.6975,1.0
GZSOSUNBTXMUFQ,47,ENST00000503233,1.0,0.6975,1.0
GZSOSUNBTXMUFQ,48,ENST00000687449,1.0,0.6975,1.0
GZSOSUNBTXMUFQ,49,ENST00000282249,1.0,0.6975,1.0
HBOMLICNUCNMMY,0,ENST00000675784,1.0,0,1.0
HBOMLICNUCNMMY,1,ENST00000297186,1.0,0,1.0
HBOMLICNUCNMMY,2,ENST00000360001,1.0,0,1.0
HBOMLICNUCNMMY,3,ENST00000481781,1.0,0,1.0
HBOMLICNUCNMMY,4,ENST00000374837,1.0,0,1.0
HBOMLICNUCNMMY,5,ENST00000339091,1.0,0,1.0
HBOMLICNUCNMMY,6,ENST00000351486,1.0,0,1.0
HBOMLICNUCNMMY,7,ENST00000465073,1.0,0,1.0
HBOMLICNUCNMMY,8,ENST00000389568,1.0,0,1.0
HBOMLICNUCNMMY,9,ENST00000404077,1.0,0,1.0
HBOMLICNUCNMMY,10,ENST00000685104,1.0,0,1.0
HBOMLICNUCNMMY,11,ENST00000690756,1.0,0,1.0
HBOMLICNUCNMMY,12,ENST00000316752,1.0,0,1.0
HBOMLICNUCNMMY,13,ENST00000449297,1.0,0,1.0
HBOMLICNUCNMMY,14,ENST00000295030,1.0,0,1.0
HBOMLICNUCNMMY,15,ENST00000673801,1.0,0,1.0
HBOMLICNUCNMMY,16,ENST00000696899,1.0,0,1.0
HBOMLICNUCNMMY,17,ENST00000376624,1.0,0,1.0
HBOMLICNUCNMMY,18,ENST00000328381,1.0,0,1.0
HBOMLICNUCNMMY,19,ENST00000693336,1.0,0,1.0
HBOMLICNUCNMMY,20,ENST00000381389,1.0,0,1.0
HBOMLICNUCNMMY,21,ENST00000597960,1.0,0,1.0
HBOMLICNUCNMMY,22,ENST00000645063,1.0,0,1.0
HBOMLICNUCNMMY,23,ENST00000616884,1.0,0,1.0
HBOMLICNUCNMMY,24,ENST00000647578,1.0,0,1.0
HBOMLICNUCNMMY,25,ENST00000699251,1.0,0,1.0
HBOMLICNUCNMMY,26,ENST00000366592,1.0,0,1.0
HBOMLICNUCNMMY,27,ENST00000643466,1.0,0,1.0
HBOMLICNUCNMMY,28,ENST00000684074,1.0,0,1.0
HBOMLICNUCNMMY,29,ENST00000341753,1.0,0,1.0
HBOMLICNUCNMMY,30,ENST00000265421,1.0,0,1.0
HBOMLICNUCNMMY,31,ENST00000627450,1.0,0,1.0
HBOMLICNUCNMMY,32,ENST00000482929,1.0,0,1.0
HBOMLICNUCNMMY,33,ENST00000268668,1.0,0,1.0
HBOMLICNUCNMMY,34,ENST00000686776,1.0,0,1.0
HBOMLICNUCNMMY,35,ENST00000693089,1.0,0,1.0
HBOMLICNUCNMMY,36,ENST00000415766,1.0,0,1.0
HBOMLICNUCNMMY,37,ENST00000222308,1.0,0,1.0
HBOMLICNUCNMMY,38,ENST00000172229,1.0,0,1.0
HBOMLICNUCNMMY,39,ENST00000618387,1.0,0,1.0
HBOMLICNUCNMMY,40,ENST00000456894,1.0,0,1.0
HBOMLICNUCNMMY,41,ENST00000254235,1.0,0,1.0
HBOMLICNUCNMMY,42,ENST00000356970,1.0,0,1.0
HBOMLICNUCNMMY,43,ENST00000600490,1.0,0,1.0
HBOMLICNUCNMMY,44,ENST00000354955,1.0,0,1.0
HBOMLICNUCNMMY,45,ENST00000443597,1.0,0,1.0
HBOMLICNUCNMMY,46,ENST00000446859,1.0,0,1.0
HBOMLICNUCNMMY,47,ENST00000537958,1.0,0,1.0
HBOMLICNUCNMMY,48,ENST00000314922,1.0,0,1.0
HBOMLICNUCNMMY,49,ENST00000404406,1.0,0,1.0
HBUBKKRHXORPQB,0,ENST00000317502,0.9984,0,0.9984
HBUBKKRHXORPQB,1,ENST00000696577,0.9964,0,0.9964
HBUBKKRHXORPQB,2,ENST00000643777,0.9951,0,0.9951
HBUBKKRHXORPQB,3,ENST00000412304,0.9951,0,0.9951
HBUBKKRHXORPQB,4,ENST00000569545,0.9951,0,0.9951
HBUBKKRHXORPQB,5,ENST00000563060,0.9951,0,0.9951
HBUBKKRHXORPQB,6,ENST00000674238,0.9943,0,0.9943
HBUBKKRHXORPQB,7,ENST00000525566,0.9936,0,0.9936
HBUBKKRHXORPQB,8,ENST00000675784,0.9922,0,0.9922
HBUBKKRHXORPQB,9,ENST00000481781,0.9922,0,0.9922
HBUBKKRHXORPQB,10,ENST00000374837,0.9922,0,0.9922
HBUBKKRHXORPQB,11,ENST00000339091,0.9922,0,0.9922
HBUBKKRHXORPQB,12,ENST00000351486,0.9922,0,0.9922
HBUBKKRHXORPQB,13,ENST00000465073,0.9922,0,0.9922
HBUBKKRHXORPQB,14,ENST00000389568,0.9922,0,0.9922
HBUBKKRHXORPQB,15,ENST00000685104,0.9922,0,0.9922
HBUBKKRHXORPQB,16,ENST00000316752,0.9922,0,0.9922
HBUBKKRHXORPQB,17,ENST00000295030,0.9922,0,0.9922
HBUBKKRHXORPQB,18,ENST00000696899,0.9922,0,0.9922
HBUBKKRHXORPQB,19,ENST00000376624,0.9922,0,0.9922
HBUBKKRHXORPQB,20,ENST00000328381,0.9922,0,0.9922
HBUBKKRHXORPQB,21,ENST00000381389,0.9922,0,0.9922
HBUBKKRHXORPQB,22,ENST00000645063,0.9922,0,0.9922
HBUBKKRHXORPQB,23,ENST00000699251,0.9922,0,0.9922
HBUBKKRHXORPQB,24,ENST00000366592,0.9922,0,0.9922
HBUBKKRHXORPQB,25,ENST00000643466,0.9922,0,0.9922
HBUBKKRHXORPQB,26,ENST00000684074,0.9922,0,0.9922
HBUBKKRHXORPQB,27,ENST00000265421,0.9922,0,0.9922
HBUBKKRHXORPQB,28,ENST00000268668,0.9922,0,0.9922
HBUBKKRHXORPQB,29,ENST00000686776,0.9922,0,0.9922
HBUBKKRHXORPQB,30,ENST00000693089,0.9922,0,0.9922
HBUBKKRHXORPQB,31,ENST00000172229,0.9922,0,0.9922
HBUBKKRHXORPQB,32,ENST00000356970,0.9922,0,0.9922
HBUBKKRHXORPQB,33,ENST00000354955,0.9922,0,0.9922
HBUBKKRHXORPQB,34,ENST00000537958,0.9922,0,0.9922
HBUBKKRHXORPQB,35,ENST00000404406,0.9922,0,0.9922
HBUBKKRHXORPQB,36,ENST00000216797,0.9922,0,0.9922
HBUBKKRHXORPQB,37,ENST00000375615,0.9922,0,0.9922
HBUBKKRHXORPQB,38,ENST00000538630,0.9922,0,0.9922
HBUBKKRHXORPQB,39,ENST00000343975,0.9922,0,0.9922
HBUBKKRHXORPQB,40,ENST00000566433,0.9922,0,0.9922
HBUBKKRHXORPQB,41,ENST00000262776,0.9922,0,0.9922
HBUBKKRHXORPQB,42,ENST00000675018,0.9922,0,0.9922
HBUBKKRHXORPQB,43,ENST00000334047,0.9922,0,0.9922
HBUBKKRHXORPQB,44,ENST00000312553,0.9922,0,0.9922
HBUBKKRHXORPQB,45,ENST00000408946,0.9922,0,0.9922
HBUBKKRHXORPQB,46,ENST00000696580,0.9922,0,0.9922
HBUBKKRHXORPQB,47,ENST00000377928,0.9922,0,0.9922
HBUBKKRHXORPQB,48,ENST00000700106,0.9922,0,0.9922
HBUBKKRHXORPQB,49,ENST00000688285,0.9922,0,0.9922
HCDMJFOHIXMBOV,0,ENST00000675784,1.0,0,1.0
HCDMJFOHIXMBOV,1,ENST00000481781,1.0,0,1.0
HCDMJFOHIXMBOV,2,ENST00000374837,1.0,0,1.0
HCDMJFOHIXMBOV,3,ENST00000339091,1.0,0,1.0
HCDMJFOHIXMBOV,4,ENST00000351486,1.0,0,1.0
HCDMJFOHIXMBOV,5,ENST00000465073,1.0,0,1.0
HCDMJFOHIXMBOV,6,ENST00000389568,1.0,0,1.0
HCDMJFOHIXMBOV,7,ENST00000685104,1.0,0,1.0
HCDMJFOHIXMBOV,8,ENST00000316752,1.0,0,1.0
HCDMJFOHIXMBOV,9,ENST00000471658,1.0,0,1.0
HCDMJFOHIXMBOV,10,ENST00000295030,1.0,0,1.0
HCDMJFOHIXMBOV,11,ENST00000696899,1.0,0,1.0
HCDMJFOHIXMBOV,12,ENST00000376624,1.0,0,1.0
HCDMJFOHIXMBOV,13,ENST00000328381,1.0,0,1.0
HCDMJFOHIXMBOV,14,ENST00000644702,1.0,0,1.0
HCDMJFOHIXMBOV,15,ENST00000705661,1.0,0,1.0
HCDMJFOHIXMBOV,16,ENST00000381389,1.0,0,1.0
HCDMJFOHIXMBOV,17,ENST00000645063,1.0,0,1.0
HCDMJFOHIXMBOV,18,ENST00000699251,1.0,0,1.0
HCDMJFOHIXMBOV,19,ENST00000366592,1.0,0,1.0
HCDMJFOHIXMBOV,20,ENST00000643466,1.0,0,1.0
HCDMJFOHIXMBOV,21,ENST00000684074,1.0,0,1.0
HCDMJFOHIXMBOV,22,ENST00000265421,1.0,0,1.0
HCDMJFOHIXMBOV,23,ENST00000268668,1.0,0,1.0
HCDMJFOHIXMBOV,24,ENST00000686776,1.0,0,1.0
HCDMJFOHIXMBOV,25,ENST00000693089,1.0,0,1.0
HCDMJFOHIXMBOV,26,ENST00000172229,1.0,0,1.0
HCDMJFOHIXMBOV,27,ENST00000356970,1.0,0,1.0
HCDMJFOHIXMBOV,28,ENST00000354955,1.0,0,1.0
HCDMJFOHIXMBOV,29,ENST00000537958,1.0,0,1.0
HCDMJFOHIXMBOV,30,ENST00000340360,1.0,0,1.0
HCDMJFOHIXMBOV,31,ENST00000404406,1.0,0,1.0
HCDMJFOHIXMBOV,32,ENST00000216797,1.0,0,1.0
HCDMJFOHIXMBOV,33,ENST00000375615,1.0,0,1.0
HCDMJFOHIXMBOV,34,ENST00000538630,1.0,0,1.0
HCDMJFOHIXMBOV,35,ENST00000343975,1.0,0,1.0
HCDMJFOHIXMBOV,36,ENST00000566433,1.0,0,1.0
HCDMJFOHIXMBOV,37,ENST00000262776,1.0,0,1.0
HCDMJFOHIXMBOV,38,ENST00000675018,1.0,0,1.0
HCDMJFOHIXMBOV,39,ENST00000334047,1.0,0,1.0
HCDMJFOHIXMBOV,40,ENST00000312553,1.0,0,1.0
HCDMJFOHIXMBOV,41,ENST00000380199,1.0,0,1.0
HCDMJFOHIXMBOV,42,ENST00000408946,1.0,0,1.0
HCDMJFOHIXMBOV,43,ENST00000696580,1.0,0,1.0
HCDMJFOHIXMBOV,44,ENST00000377928,1.0,0,1.0
HCDMJFOHIXMBOV,45,ENST00000700106,1.0,0,1.0
HCDMJFOHIXMBOV,46,ENST00000688285,1.0,0,1.0
HCDMJFOHIXMBOV,47,ENST00000553342,1.0,0,1.0
HCDMJFOHIXMBOV,48,ENST00000407610,1.0,0,1.0
HCDMJFOHIXMBOV,49,ENST00000584394,1.0,0,1.0
HCYAFALTSJYZDH,0,ENST00000675784,1.0,0,1.0
HCYAFALTSJYZDH,1,ENST00000481781,1.0,0,1.0
HCYAFALTSJYZDH,2,ENST00000374837,1.0,0,1.0
HCYAFALTSJYZDH,3,ENST00000339091,1.0,0,1.0
HCYAFALTSJYZDH,4,ENST00000351486,1.0,0,1.0
HCYAFALTSJYZDH,5,ENST00000465073,1.0,0,1.0
HCYAFALTSJYZDH,6,ENST00000389568,1.0,0,1.0
HCYAFALTSJYZDH,7,ENST00000685104,1.0,0,1.0
HCYAFALTSJYZDH,8,ENST00000316752,1.0,0,1.0
HCYAFALTSJYZDH,9,ENST00000295030,1.0,0,1.0
HCYAFALTSJYZDH,10,ENST00000696899,1.0,0,1.0
HCYAFALTSJYZDH,11,ENST00000376624,1.0,0,1.0
HCYAFALTSJYZDH,12,ENST00000328381,1.0,0,1.0
HCYAFALTSJYZDH,13,ENST00000381389,1.0,0,1.0
HCYAFALTSJYZDH,14,ENST00000645063,1.0,0,1.0
HCYAFALTSJYZDH,15,ENST00000699251,1.0,0,1.0
HCYAFALTSJYZDH,16,ENST00000366592,1.0,0,1.0
HCYAFALTSJYZDH,17,ENST00000643466,1.0,0,1.0
HCYAFALTSJYZDH,18,ENST00000684074,1.0,0,1.0
HCYAFALTSJYZDH,19,ENST00000265421,1.0,0,1.0
HCYAFALTSJYZDH,20,ENST00000268668,1.0,0,1.0
HCYAFALTSJYZDH,21,ENST00000686776,1.0,0,1.0
HCYAFALTSJYZDH,22,ENST00000693089,1.0,0,1.0
HCYAFALTSJYZDH,23,ENST00000172229,1.0,0,1.0
HCYAFALTSJYZDH,24,ENST00000356970,1.0,0,1.0
HCYAFALTSJYZDH,25,ENST00000354955,1.0,0,1.0
HCYAFALTSJYZDH,26,ENST00000537958,1.0,0,1.0
HCYAFALTSJYZDH,27,ENST00000404406,1.0,0,1.0
HCYAFALTSJYZDH,28,ENST00000216797,1.0,0,1.0
HCYAFALTSJYZDH,29,ENST00000375615,1.0,0,1.0
HCYAFALTSJYZDH,30,ENST00000538630,1.0,0,1.0
HCYAFALTSJYZDH,31,ENST00000343975,1.0,0,1.0
HCYAFALTSJYZDH,32,ENST00000566433,1.0,0,1.0
HCYAFALTSJYZDH,33,ENST00000262776,1.0,0,1.0
HCYAFALTSJYZDH,34,ENST00000675018,1.0,0,1.0
HCYAFALTSJYZDH,35,ENST00000334047,1.0,0,1.0
HCYAFALTSJYZDH,36,ENST00000312553,1.0,0,1.0
HCYAFALTSJYZDH,37,ENST00000408946,1.0,0,1.0
HCYAFALTSJYZDH,38,ENST00000696580,1.0,0,1.0
HCYAFALTSJYZDH,39,ENST00000377928,1.0,0,1.0
HCYAFALTSJYZDH,40,ENST00000700106,1.0,0,1.0
HCYAFALTSJYZDH,41,ENST00000688285,1.0,0,1.0
HCYAFALTSJYZDH,42,ENST00000553342,1.0,0,1.0
HCYAFALTSJYZDH,43,ENST00000584394,1.0,0,1.0
HCYAFALTSJYZDH,44,ENST00000601951,1.0,0,1.0
HCYAFALTSJYZDH,45,ENST00000454002,1.0,0,1.0
HCYAFALTSJYZDH,46,ENST00000675956,1.0,0,1.0
HCYAFALTSJYZDH,47,ENST00000244174,1.0,0,1.0
HCYAFALTSJYZDH,48,ENST00000491190,1.0,0,1.0
HCYAFALTSJYZDH,49,ENST00000372318,1.0,0,1.0
HDKWFBCPLKNOCK,0,ENST00000675784,1.0,1.0,1.0
HDKWFBCPLKNOCK,1,ENST00000297186,1.0,1.0,1.0
HDKWFBCPLKNOCK,2,ENST00000360001,1.0,1.0,1.0
HDKWFBCPLKNOCK,3,ENST00000481781,1.0,1.0,1.0
HDKWFBCPLKNOCK,4,ENST00000374837,1.0,1.0,1.0
HDKWFBCPLKNOCK,5,ENST00000339091,1.0,1.0,1.0
HDKWFBCPLKNOCK,6,ENST00000351486,1.0,1.0,1.0
HDKWFBCPLKNOCK,7,ENST00000465073,1.0,1.0,1.0
HDKWFBCPLKNOCK,8,ENST00000389568,1.0,1.0,1.0
HDKWFBCPLKNOCK,9,ENST00000404077,1.0,1.0,1.0
HDKWFBCPLKNOCK,10,ENST00000685104,1.0,1.0,1.0
HDKWFBCPLKNOCK,11,ENST00000690756,1.0,1.0,1.0
HDKWFBCPLKNOCK,12,ENST00000316752,1.0,1.0,1.0
HDKWFBCPLKNOCK,13,ENST00000449297,1.0,1.0,1.0
HDKWFBCPLKNOCK,14,ENST00000295030,1.0,1.0,1.0
HDKWFBCPLKNOCK,15,ENST00000673801,1.0,1.0,1.0
HDKWFBCPLKNOCK,16,ENST00000696899,1.0,1.0,1.0
HDKWFBCPLKNOCK,17,ENST00000376624,1.0,1.0,1.0
HDKWFBCPLKNOCK,18,ENST00000328381,1.0,1.0,1.0
HDKWFBCPLKNOCK,19,ENST00000693336,1.0,1.0,1.0
HDKWFBCPLKNOCK,20,ENST00000381389,1.0,1.0,1.0
HDKWFBCPLKNOCK,21,ENST00000597960,1.0,1.0,1.0
HDKWFBCPLKNOCK,22,ENST00000645063,1.0,1.0,1.0
HDKWFBCPLKNOCK,23,ENST00000616884,1.0,1.0,1.0
HDKWFBCPLKNOCK,24,ENST00000647578,1.0,1.0,1.0
HDKWFBCPLKNOCK,25,ENST00000699251,1.0,1.0,1.0
HDKWFBCPLKNOCK,26,ENST00000366592,1.0,1.0,1.0
HDKWFBCPLKNOCK,27,ENST00000643466,1.0,1.0,1.0
HDKWFBCPLKNOCK,28,ENST00000684074,1.0,1.0,1.0
HDKWFBCPLKNOCK,29,ENST00000341753,1.0,1.0,1.0
HDKWFBCPLKNOCK,30,ENST00000265421,1.0,1.0,1.0
HDKWFBCPLKNOCK,31,ENST00000627450,1.0,1.0,1.0
HDKWFBCPLKNOCK,32,ENST00000482929,1.0,1.0,1.0
HDKWFBCPLKNOCK,33,ENST00000268668,1.0,1.0,1.0
HDKWFBCPLKNOCK,34,ENST00000686776,1.0,1.0,1.0
HDKWFBCPLKNOCK,35,ENST00000693089,1.0,1.0,1.0
HDKWFBCPLKNOCK,36,ENST00000415766,1.0,1.0,1.0
HDKWFBCPLKNOCK,37,ENST00000222308,1.0,1.0,1.0
HDKWFBCPLKNOCK,38,ENST00000172229,1.0,1.0,1.0
HDKWFBCPLKNOCK,39,ENST00000618387,1.0,1.0,1.0
HDKWFBCPLKNOCK,40,ENST00000456894,1.0,1.0,1.0
HDKWFBCPLKNOCK,41,ENST00000254235,1.0,1.0,1.0
HDKWFBCPLKNOCK,42,ENST00000356970,1.0,1.0,1.0
HDKWFBCPLKNOCK,43,ENST00000600490,1.0,1.0,1.0
HDKWFBCPLKNOCK,44,ENST00000354955,1.0,1.0,1.0
HDKWFBCPLKNOCK,45,ENST00000443597,1.0,1.0,1.0
HDKWFBCPLKNOCK,46,ENST00000446859,1.0,1.0,1.0
HDKWFBCPLKNOCK,47,ENST00000537958,1.0,1.0,1.0
HDKWFBCPLKNOCK,48,ENST00000314922,1.0,1.0,1.0
HDKWFBCPLKNOCK,49,ENST00000404406,1.0,1.0,1.0
HLWURFKMDLAKOD,0,ENST00000675784,1.0,0.8496,1.0
HLWURFKMDLAKOD,1,ENST00000481781,1.0,0.8496,1.0
HLWURFKMDLAKOD,2,ENST00000374837,1.0,0.8496,1.0
HLWURFKMDLAKOD,3,ENST00000339091,1.0,0.8496,1.0
HLWURFKMDLAKOD,4,ENST00000351486,1.0,0.8496,1.0
HLWURFKMDLAKOD,5,ENST00000465073,1.0,0.8496,1.0
HLWURFKMDLAKOD,6,ENST00000389568,1.0,0.8496,1.0
HLWURFKMDLAKOD,7,ENST00000685104,1.0,0.8496,1.0
HLWURFKMDLAKOD,8,ENST00000316752,1.0,0.8496,1.0
HLWURFKMDLAKOD,9,ENST00000295030,1.0,0.8496,1.0
HLWURFKMDLAKOD,10,ENST00000696899,1.0,0.8496,1.0
HLWURFKMDLAKOD,11,ENST00000376624,1.0,0.8496,1.0
HLWURFKMDLAKOD,12,ENST00000328381,1.0,0.8496,1.0
HLWURFKMDLAKOD,13,ENST00000381389,1.0,0.8496,1.0
HLWURFKMDLAKOD,14,ENST00000645063,1.0,0.8496,1.0
HLWURFKMDLAKOD,15,ENST00000699251,1.0,0.8496,1.0
HLWURFKMDLAKOD,16,ENST00000366592,1.0,0.8496,1.0
HLWURFKMDLAKOD,17,ENST00000643466,1.0,0.8496,1.0
HLWURFKMDLAKOD,18,ENST00000684074,1.0,0.8496,1.0
HLWURFKMDLAKOD,19,ENST00000265421,1.0,0.8496,1.0
HLWURFKMDLAKOD,20,ENST00000268668,1.0,0.8496,1.0
HLWURFKMDLAKOD,21,ENST00000686776,1.0,0.8496,1.0
HLWURFKMDLAKOD,22,ENST00000693089,1.0,0.8496,1.0
HLWURFKMDLAKOD,23,ENST00000172229,1.0,0.8496,1.0
HLWURFKMDLAKOD,24,ENST00000356970,1.0,0.8496,1.0
HLWURFKMDLAKOD,25,ENST00000354955,1.0,0.8496,1.0
HLWURFKMDLAKOD,26,ENST00000537958,1.0,0.8496,1.0
HLWURFKMDLAKOD,27,ENST00000404406,1.0,0.8496,1.0
HLWURFKMDLAKOD,28,ENST00000216797,1.0,0.8496,1.0
HLWURFKMDLAKOD,29,ENST00000375615,1.0,0.8496,1.0
HLWURFKMDLAKOD,30,ENST00000538630,1.0,0.8496,1.0
HLWURFKMDLAKOD,31,ENST00000343975,1.0,0.8496,1.0
HLWURFKMDLAKOD,32,ENST00000566433,1.0,0.8496,1.0
HLWURFKMDLAKOD,33,ENST00000262776,1.0,0.8496,1.0
HLWURFKMDLAKOD,34,ENST00000675018,1.0,0.8496,1.0
HLWURFKMDLAKOD,35,ENST00000334047,1.0,0.8496,1.0
HLWURFKMDLAKOD,36,ENST00000312553,1.0,0.8496,1.0
HLWURFKMDLAKOD,37,ENST00000408946,1.0,0.8496,1.0
HLWURFKMDLAKOD,38,ENST00000696580,1.0,0.8496,1.0
HLWURFKMDLAKOD,39,ENST00000377928,1.0,0.8496,1.0
HLWURFKMDLAKOD,40,ENST00000700106,1.0,0.8496,1.0
HLWURFKMDLAKOD,41,ENST00000688285,1.0,0.8496,1.0
HLWURFKMDLAKOD,42,ENST00000553342,1.0,0.8496,1.0
HLWURFKMDLAKOD,43,ENST00000584394,1.0,0.8496,1.0
HLWURFKMDLAKOD,44,ENST00000601951,1.0,0.8496,1.0
HLWURFKMDLAKOD,45,ENST00000454002,1.0,0.8496,1.0
HLWURFKMDLAKOD,46,ENST00000675956,1.0,0.8496,1.0
HLWURFKMDLAKOD,47,ENST00000244174,1.0,0.8496,1.0
HLWURFKMDLAKOD,48,ENST00000491190,1.0,0.8496,1.0
HLWURFKMDLAKOD,49,ENST00000372318,1.0,0.8496,1.0
HQPVVKXJNZEAFW,0,ENST00000626637,0.8756,0.8756,0
HQPVVKXJNZEAFW,1,ENST00000241337,0.8687,0.8687,0
HQPVVKXJNZEAFW,2,ENST00000612885,0.8631,0.8631,0
HQPVVKXJNZEAFW,3,ENST00000398606,0.8622,0.8622,0
HQPVVKXJNZEAFW,4,ENST00000369449,0.8608,0.8608,0
HQPVVKXJNZEAFW,5,ENST00000714068,0.8595,0.8595,0
HQPVVKXJNZEAFW,6,ENST00000703952,0.8538,0.8538,0
HQPVVKXJNZEAFW,7,ENST00000367755,0.8518,0.8518,0
HQPVVKXJNZEAFW,8,ENST00000703946,0.8484,0.8484,0
HQPVVKXJNZEAFW,9,ENST00000469299,0.8473,0.8473,0
HQPVVKXJNZEAFW,10,ENST00000714070,0.8447,0.8447,0
HQPVVKXJNZEAFW,11,ENST00000528880,0.8429,0.8429,0
HQPVVKXJNZEAFW,12,ENST00000372292,0.842,0.842,0
HQPVVKXJNZEAFW,13,ENST00000298649,0.8417,0.8417,0
HQPVVKXJNZEAFW,14,ENST00000369829,0.8396,0.8396,0
HQPVVKXJNZEAFW,15,ENST00000633192,0.8394,0.8394,0
HQPVVKXJNZEAFW,16,ENST00000502673,0.839,0.839,0
HQPVVKXJNZEAFW,17,ENST00000460717,0.8377,0.8377,0
HQPVVKXJNZEAFW,18,ENST00000442650,0.8377,0.8377,0
HQPVVKXJNZEAFW,19,ENST00000642117,0.8369,0.8369,0
HQPVVKXJNZEAFW,20,ENST00000587072,0.8353,0.8353,0
HQPVVKXJNZEAFW,21,ENST00000703949,0.8345,0.8345,0
HQPVVKXJNZEAFW,22,ENST00000623441,0.8339,0.8339,0
HQPVVKXJNZEAFW,23,ENST00000369836,0.832,0.832,0
HQPVVKXJNZEAFW,24,ENST00000371996,0.8318,0.8318,0
HQPVVKXJNZEAFW,25,ENST00000367468,0.8315,0.8315,0
HQPVVKXJNZEAFW,26,ENST00000680451,0.8315,0.8315,0
HQPVVKXJNZEAFW,27,ENST00000359426,0.8313,0.8313,0
HQPVVKXJNZEAFW,28,ENST00000380113,0.8289,0.8289,0
HQPVVKXJNZEAFW,29,ENST00000328880,0.8282,0.8282,0
HQPVVKXJNZEAFW,30,ENST00000470050,0.8282,0.8282,0
HQPVVKXJNZEAFW,31,ENST00000369812,0.8276,0.8276,0
HQPVVKXJNZEAFW,32,ENST00000328795,0.8271,0.8271,0
HQPVVKXJNZEAFW,33,ENST00000256593,0.8225,0.8225,0
HQPVVKXJNZEAFW,34,ENST00000703950,0.8211,0.8211,0
HQPVVKXJNZEAFW,35,ENST00000591050,0.8203,0.8203,0
HQPVVKXJNZEAFW,36,ENST00000380984,0.8198,0.8198,0
HQPVVKXJNZEAFW,37,ENST00000636867,0.8166,0.8166,0
HQPVVKXJNZEAFW,38,ENST00000369046,0.8151,0.8151,0
HQPVVKXJNZEAFW,39,ENST00000714067,0.8123,0.8123,0
HQPVVKXJNZEAFW,40,ENST00000433091,0.8119,0.8119,0
HQPVVKXJNZEAFW,41,ENST00000637252,0.8117,0.8117,0
HQPVVKXJNZEAFW,42,ENST00000633531,0.8115,0.8115,0
HQPVVKXJNZEAFW,43,ENST00000222572,0.8115,0.8115,0
HQPVVKXJNZEAFW,44,ENST00000436817,0.8104,0.8104,0
HQPVVKXJNZEAFW,45,ENST00000643399,0.8104,0.8104,0
HQPVVKXJNZEAFW,46,ENST00000371994,0.8103,0.8103,0
HQPVVKXJNZEAFW,47,ENST00000641240,0.8102,0.8102,0
HQPVVKXJNZEAFW,48,ENST00000315947,0.8102,0.8102,0
HQPVVKXJNZEAFW,49,ENST00000557677,0.8102,0.8102,0
HWXVIOGONBBTBY,0,ENST00000675784,1.0,0,1.0
HWXVIOGONBBTBY,1,ENST00000481781,1.0,0,1.0
HWXVIOGONBBTBY,2,ENST00000374837,1.0,0,1.0
HWXVIOGONBBTBY,3,ENST00000339091,1.0,0,1.0
HWXVIOGONBBTBY,4,ENST00000351486,1.0,0,1.0
HWXVIOGONBBTBY,5,ENST00000465073,1.0,0,1.0
HWXVIOGONBBTBY,6,ENST00000389568,1.0,0,1.0
HWXVIOGONBBTBY,7,ENST00000685104,1.0,0,1.0
HWXVIOGONBBTBY,8,ENST00000316752,1.0,0,1.0
HWXVIOGONBBTBY,9,ENST00000295030,1.0,0,1.0
HWXVIOGONBBTBY,10,ENST00000696899,1.0,0,1.0
HWXVIOGONBBTBY,11,ENST00000376624,1.0,0,1.0
HWXVIOGONBBTBY,12,ENST00000328381,1.0,0,1.0
HWXVIOGONBBTBY,13,ENST00000366929,1.0,0,1.0
HWXVIOGONBBTBY,14,ENST00000381389,1.0,0,1.0
HWXVIOGONBBTBY,15,ENST00000645063,1.0,0,1.0
HWXVIOGONBBTBY,16,ENST00000699251,1.0,0,1.0
HWXVIOGONBBTBY,17,ENST00000366592,1.0,0,1.0
HWXVIOGONBBTBY,18,ENST00000643466,1.0,0,1.0
HWXVIOGONBBTBY,19,ENST00000684074,1.0,0,1.0
HWXVIOGONBBTBY,20,ENST00000265421,1.0,0,1.0
HWXVIOGONBBTBY,21,ENST00000268668,1.0,0,1.0
HWXVIOGONBBTBY,22,ENST00000686776,1.0,0,1.0
HWXVIOGONBBTBY,23,ENST00000693089,1.0,0,1.0
HWXVIOGONBBTBY,24,ENST00000172229,1.0,0,1.0
HWXVIOGONBBTBY,25,ENST00000356970,1.0,0,1.0
HWXVIOGONBBTBY,26,ENST00000354955,1.0,0,1.0
HWXVIOGONBBTBY,27,ENST00000537958,1.0,0,1.0
HWXVIOGONBBTBY,28,ENST00000404406,1.0,0,1.0
